hjd,phase,mag
2458793.327357972,0.3722256237298893,10.57956
2458793.348191316,0.38436782762340727,10.58532
2458793.3690247587,0.39651008932492005,10.59432
2458793.3898581015,0.4086522926756402,10.6123
2458793.4106914434,0.4207944954835625,10.64044
2458793.431524785,0.4329366980200575,10.6762
2458793.4523582263,0.44507895890745885,10.72167
2458793.4731915668,0.45722116090115605,10.76801
2458793.4940249063,0.46936336235205545,10.8163
2458793.514858246,0.4815055638030117,10.85191
2458793.5356915854,0.4936477652539111,10.87009
2458793.556525023,0.5057900239700643,10.86042
2458793.577358361,0.5179322243353681,10.82952
2458793.598191699,0.5300744249720992,10.7846
2458793.6190250358,0.5422166247946052,10.73589
2458793.639858471,0.5543588821537924,10.69264
2458793.6606918075,0.5665010817049279,10.65279
2458793.681525143,0.5786432807132087,10.62165
2458793.7023584773,0.5907854791787486,10.60139
2458793.723191912,0.6029277359951379,10.58936
2458793.7440252453,0.61506993391788,10.58172
2458793.7648585783,0.6272121315691948,10.57309
2458793.785691911,0.639354328949139,10.56362
2458793.8065253426,0.6514965841370781,10.55678
2458793.8273586743,0.6636387809742246,10.54902
2458793.848192005,0.6757809772685164,10.54126
2458793.8690253356,0.687923173562865,10.53566
2458793.8898587655,0.7000654276652654,10.53221
2458793.910692095,0.7122076231453889,10.52979
2458793.9315254237,0.7243498183541419,10.52713
2458793.952358752,0.7364920132914676,10.52771
2458793.9731921796,0.748634266036845,10.52927
2458793.994025507,0.7607764604313729,10.53426
2458794.0148588335,0.772918654283103,10.53822
2458794.0356921596,0.7850608478634626,10.54397
2458794.0565255852,0.7972030995232444,10.55206
2458794.0773589103,0.8093452925607494,10.56175
2458794.098192235,0.8214874853268839,10.56808
2458794.119025559,0.8336296778216479,10.57935
2458794.1398589825,0.8457719281244067,10.59286
2458794.160692306,0.8579141200763729,10.6042
2458794.181525628,0.8700563114855413,10.61505
2458794.20235895,0.8821985026232824,10.62773
2458794.2231923714,0.8943407518404456,10.64008
2458794.2440256923,0.9064829424353888,10.66436
2458794.264859013,0.9186251327589616,10.71343
2458794.2856923323,0.9307673225396798,10.77829
2458794.306525752,0.9429095706713042,10.85959
2458794.3273590705,0.9550517599092245,10.95515
2458794.3481923887,0.9671939488757744,11.05869
2458794.3690257063,0.9793361375709537,11.15437
2458794.3898591236,0.9914783843455552,11.21439
2458794.41069244,0.0036205722265094664,11.20809
2458794.431525756,0.01576276010746369,11.13991
2458794.4523590715,0.02790494744562011,11.03947
2458794.473192487,0.04004719313456917,10.93559
2458794.4940258013,0.05218937992992778,10.84091
2458794.5148591152,0.06433156645391591,10.76077
2458794.535692429,0.0764737529778472,10.69621
2458794.5565257417,0.0886159386876102,10.65112
2458794.577359154,0.10075818247679535,10.62964
2458794.598192466,0.11290036791518787,10.61864
2458794.6190257776,0.12504255308215306,10.60875
2458794.639859088,0.13718473770632045,10.59886
2458794.6606924986,0.14932698040991,10.58845
2458794.6815258083,0.16146916449127957,10.57727
2458794.7023591176,0.17361134830122182,10.56977
2458794.723192426,0.1857535315684231,10.5618
2458794.7440258344,0.19789577318641705,10.55554
2458794.764859142,0.21003795591076369,10.54722
2458794.7856924487,0.22218013836373984,10.54151
2458794.806525755,0.23432232054534552,10.53558
2458794.8273591613,0.2464645608063165,10.53267
2458794.848192467,0.2586067424451244,10.5298
2458794.8690257715,0.2707489235410776,10.52764
2458794.889859076,0.2828911046370308,10.53023
2458794.91069248,0.2950333435410357,10.53091
2458794.931525783,0.30717552382282065,10.53506
2458794.973192388,0.3314598835721654,10.54739
2458794.99402579,0.3436021213906315,10.55139
2458795.0148590915,0.355744300586764,10.56032
2458795.035692392,0.3678864792401555,10.56801
2458795.0565256923,0.380028657893547,10.57441
2458795.077359092,0.39217089435493335,10.58054
2458795.098192391,0.4043130721941566,10.59338
2458795.1190256895,0.41645524976189563,10.61848
2458795.1398589876,0.42859742705832105,10.65192
2458795.160692385,0.4407396621627413,10.69468
2458795.181525682,0.45288183891631206,10.74007
2458795.2023589783,0.465024015127085,10.78891
2458795.2231922746,0.477166191337858,10.82914
2458795.24402567,0.48930842535673946,10.85596
2458795.264858965,0.5014506007532873,10.85965
2458795.285692259,0.5135927758784646,10.83252
2458795.3065255526,0.525734950460901,10.79241
2458795.327358946,0.53787718339413,10.74733
2458795.3481922387,0.5500193574337118,10.69862
2458795.3690255308,0.5621615312018662,10.65642
2458795.389858823,0.5743037049700774,10.62409
2458795.410692214,0.5864459365463404,10.59813
2458795.431525504,0.5985881092288992,10.58377
2458795.4523587944,0.6107302819115148,10.57829
2458795.4731920846,0.6228724545940736,10.57472
2458795.494025473,0.6350146845419431,10.56601
2458795.5148587613,0.6471568561389631,10.55973
2458795.53569205,0.6592990280073536,10.55181
2458795.5565253375,0.671441199061519,10.54717
2458795.577358624,0.6835833695729434,10.54177
2458795.5981920105,0.6957255984351605,10.53557
2458795.6190252965,0.7078677686751575,10.53168
2458795.6398585816,0.7200099383723568,10.52996
2458795.6606919663,0.7321521661490351,10.5277
2458795.681525251,0.7442943355748071,10.52872
2458795.7023585346,0.756436504457838,10.53228
2458795.7231918178,0.7685786730694417,10.53494
2458795.7440251,0.7807208411382476,10.5386
2458795.7648584824,0.7928630675579029,10.54495
2458795.7856917637,0.805005235083911,10.55348
2458795.806525045,0.817147402609919,10.56292
2458795.8273583255,0.8292895695931293,10.57433
2458795.8481917055,0.8414317946557617,10.58323
2458795.869024985,0.8535739610961741,10.59568
2458795.889858264,0.8657161272652161,10.60697
2458795.910691542,0.8778582928914034,10.61595
2458795.9315249203,0.8900005168684402,10.62792
2458795.9523581974,0.9021426819518865,10.64862
2458795.973191474,0.9142848467639055,10.69131
2458795.9940247503,0.9264270113044972,10.75118
2458796.014858126,0.9385692339245679,10.8268
2458796.0356914015,0.9507113979224187,10.91707
2458796.0565246763,0.9628535616487852,11.01977
2458796.07735795,0.9749957248324108,11.12282
2458796.098191324,0.9871379463668859,11.19797
2458796.119024597,0.9992801090077137,11.21395
2458796.1398578696,0.011422271377114157,11.16668
2458796.1606911416,0.023564433475144142,11.07346
2458796.1815245133,0.03570665365265313,10.97116
2458796.2023577844,0.047848815207828466,10.87162
2458796.2231910545,0.05999097622026284,10.78625
2458796.244024324,0.07213313696132673,10.71674
2458796.264857694,0.08427535605318326,10.66485
2458796.285690963,0.0964175162513925,10.63607
2458796.306524231,0.10855967617823126,10.62281
2458796.3273574994,0.12070183610507002,10.61298
2458796.348190866,0.1328440532971058,10.60089
2458796.369024133,0.14498621240977627,10.5917
2458796.3898573993,0.15712837125101942,10.58238
2458796.4106906652,0.16927052982083524,10.57129
2458796.43152403,0.1814127459272754,10.56091
2458796.452357295,0.19355490395435027,10.5531
2458796.473190559,0.20569706143857047,10.5462
2458796.4940238222,0.21783921837999287,10.53819
2458796.5148571855,0.22998143367226476,10.53461
2458796.535690448,0.2421235900709462,10.52946
2458796.55652371,0.2542657464695708,10.52809
2458796.5773569713,0.26640790232539757,10.52611
2458796.5981903323,0.27855011626070336,10.52538
2458796.6190235927,0.29069227157373234,10.52941
2458796.6398568526,0.30283442661539084,10.53029
2458796.6606901116,0.3149765811141947,10.53473
2458796.6815234707,0.32711879396390486,10.5417
2458796.7023567287,0.33926094791996775,10.54894
2458796.7231899863,0.3514031016046033,10.55402
2458796.7440232434,0.36354525501781154,10.56139
2458796.7648566,0.3756874665104988,10.57078
2458796.7856898564,0.38782961938096605,10.57707
2458796.806523112,0.399971771980006,10.58766
2458796.827356367,0.41211392403624814,10.60591
2458796.848189621,0.4242560758211198,10.63729
2458796.8690229757,0.43639828595684094,10.67589
2458796.889856229,0.44854043719885794,10.72265
2458796.910689482,0.46068258816950447,10.76916
2458796.931522734,0.4728247385973532,10.81386
2458796.952356086,0.4849669473760514,10.84649
2458796.9731893376,0.49710909753252963,10.85857
2458796.9940225882,0.5092512471461532,10.84378
2458797.0148558384,0.5213933964884632,10.81015
2458797.035689188,0.5335356039101384,10.7641
2458797.0565224374,0.5456777527095937,10.71509
2458797.077355686,0.5578199012376786,10.67211
2458797.0981889344,0.569962049494336,10.63659
2458797.119022282,0.5821042555590452,10.60831
2458797.139855529,0.5942464032729049,10.59027
2458797.1606887756,0.6063885504439668,10.58271
2458797.1815220215,0.6185306973436013,10.57239
2458797.202355367,0.6306729023227149,10.56553
2458797.223188612,0.6428150486796085,10.55775
2458797.2440218567,0.6549571947650747,10.54925
2458797.264855101,0.6670993405791137,10.5438
2458797.285688444,0.6792415442012043,10.53942
2458797.3065216867,0.691383689201075,10.53627
2458797.3273549294,0.7035258342009456,10.53303
2458797.348188171,0.7156679786580185,10.53177
2458797.369021512,0.727810180923143,10.53111
2458797.3898547534,0.7399523251088453,10.5334
2458797.4106879933,0.7520944684802657,10.53441
2458797.431521233,0.764236611851743,10.53996
2458797.4523545722,0.7763788130312719,10.54725
2458797.4731878107,0.7885209555885808,10.55097
2458797.494021049,0.8006630978744056,10.55754
2458797.5148542863,0.8128052398889167,10.56727
2458797.5356876235,0.82494743998285,10.57447
2458797.55652086,0.8370895814545065,10.5826
2458797.577354096,0.8492317223833652,10.59299
2458797.5981873316,0.8613738633122807,10.60374
2458797.6190206665,0.8735160620491911,10.61282
2458797.6398539008,0.8856582021638815,10.62048
2458797.6606871346,0.8978003420071445,10.63546
2458797.681520368,0.9099424815790371,10.66828
2458797.7023537005,0.9220846789589814,10.72259
2458797.723186933,0.9342268179880762,10.79237
2458797.7440201645,0.9463689564743163,10.88066
2458797.7648533955,0.9585110946892428,10.98274
2458797.785686726,0.9706532909835346,11.0863
2458797.8065199563,0.9827954286556633,11.17246
2458797.827353186,0.9949375660563078,11.21084
2458797.848186415,0.007079703185638664,11.18175
2458797.8690197435,0.019221898122964376,11.10184
2458797.889852972,0.0313640347094406,11.00064
2458797.910686199,0.04350617075311902,10.89932
2458797.931519426,0.05564830652542696,10.80861
2458797.9523526523,0.06779044202630757,10.73508
2458797.9731859784,0.07993263560666719,10.67679
2458797.994019204,0.09207477056475,10.63989
2458798.0148524283,0.104216904980035,10.6253
2458798.035685653,0.11635903939537684,10.61814
2458798.0565189766,0.12850123161871352,10.60928
2458798.0773521997,0.1406433652197734,10.60238
2458798.0981854224,0.15278549854951962,10.5902
2458798.1190186446,0.16492763160778168,10.58251
2458798.1398519664,0.17706982274552274,10.57342
2458798.1606851877,0.18921195526104384,10.56566
2458798.181518408,0.20135408723376713,10.55684
2458798.2023516283,0.21349621920643358,10.55142
2458798.223184948,0.22563840898720855,10.5453
2458798.244018167,0.2377805401457067,10.54092
2458798.2648513853,0.2499226710328344,10.53819
2458798.2856846033,0.26206480164853474,10.5371
2458798.3065179205,0.27420699007228677,10.53796
2458798.3273511375,0.2863491201451893,10.53778
2458798.348184354,0.29849124994666454,10.5398
2458798.36901757,0.3106333792053988,10.54237
2458798.389850885,0.3227755665435552,10.54731
2458798.4106841,0.33491769525949167,10.55142
2458798.431517314,0.3470598237040008,10.5585
2458798.4523505275,0.3592019516057121,10.56472
2458798.473183841,0.3713441378582729,10.57092
2458798.4940170534,0.38348626521718643,10.58027
2458798.514850266,0.39562839257609994,10.58937
2458798.5356834773,0.40777051939221565,10.60617
2458798.5565167884,0.4199127042877535,10.63126
2458798.577349999,0.4320548305610714,10.66757
2458798.5981832086,0.4441969562915915,10.7089
2458798.6190164182,0.4563390820221116,10.754
2458798.639849727,0.46848126556068337,10.80152
2458798.6606829357,0.48062339074840565,10.83861
2458798.6815161435,0.49276551539333013,10.85716
2458798.702349351,0.5049076397668841,10.84979
2458798.7231826577,0.5170498222198034,10.82091
2458798.7440158636,0.5291919457791323,10.77911
2458798.7648490695,0.5413340693384612,10.73267
2458798.7856822745,0.5534761923549922,10.68903
2458798.8065155796,0.5656183737223728,10.65126
2458798.8273487836,0.577760496196106,10.62185
2458798.848181987,0.589902618398412,10.59994
2458798.8690151903,0.6020447403293474,10.58884
2458798.889848493,0.6141869203397619,10.58127
2458798.9106816947,0.6263290414564722,10.5731
2458798.9315148965,0.6384711625731825,10.56531
2458798.952348097,0.6506132831471518,10.55541
2458798.9731813977,0.6627554618005433,10.549
2458798.9940145975,0.674897581831658,10.54243
2458799.014847797,0.6870397015914023,10.53724
2458799.035680996,0.6991818210797192,10.53342
2458799.0565142944,0.711323998647515,10.5307
2458799.077347492,0.7234661173216637,10.53061
2458799.0981806894,0.7356082359958123,10.53112
2458799.119013886,0.7477503541271062,10.53293
2458799.1398470826,0.759892472258457,10.53558
2458799.160680378,0.7720346479264322,10.53878
2458799.181513573,0.7841767652436147,10.54647
2458799.223179962,0.8084609990636977,10.56322
2458799.2440132555,0.8206031736460773,10.57402
2458799.264846449,0.8327452898776073,10.58588
2458799.285679641,0.8448874055663964,10.59592
2458799.306512833,0.8570295209837013,10.60684
2458799.3273461247,0.8691716944804853,10.61884
2458799.3481793157,0.8813138093550492,10.62899
2458799.3690125057,0.8934559236868154,10.64169
2458799.389845696,0.9055980380185815,10.66442
2458799.410678985,0.9177402101583425,10.70998
2458799.4315121737,0.9298823236759404,10.77143
2458799.452345362,0.9420244369220541,10.8494
2458799.4731785497,0.9541665498967973,10.94348
2458799.494011837,0.9663087209510195,11.0493
2458799.514845024,0.9784508333829649,11.1456
2458799.5356782097,0.9905929452721125,11.20463
2458799.556511395,0.00273505688988962,11.20229
2458799.5773446807,0.014877226858516224,11.14111
2458799.598177865,0.027019337933438692,11.04352
2458799.619011049,0.03916144873699068,10.93937
2458799.6398442322,0.0513035589978017,10.84342
2458799.6606775154,0.06344572760940537,10.76246
2458799.681510698,0.07558783759873222,10.69685
2458799.7023438797,0.08772994704531811,10.65191
2458799.723177061,0.09987205622047668,10.62866
2458799.7440103423,0.11201422374648473,10.62011
2458799.7648435226,0.12415633237884549,10.61364
2458799.785676702,0.13629844046840844,10.60388
2458799.8065098813,0.1484405485579714,10.59635
2458799.8273431603,0.16058271472701335,10.58691
2458799.8481763382,0.17272482200235117,10.58129
2458799.8690095157,0.18486692900631851,10.57141
2458799.889842693,0.19700903601028585,10.56367
2458799.91067597,0.20915120082230487,10.55702
2458799.931509146,0.22129330701210392,10.5524
2458799.952342321,0.23343541265904832,10.54889
2458799.9731754963,0.24557751830604957,10.54369
2458799.9940087707,0.25771968176104565,10.54329
2458800.014841945,0.2698617868652491,10.54185
2458800.035675118,0.2820038914265979,10.54073
2458800.056508291,0.2941459957165762,10.54288
2458800.0773415635,0.3062881580860335,10.5444
2458800.0981747354,0.318430261833214,10.54722
2458800.1190079064,0.3305723650375967,10.55114
2458800.139841078,0.34271446851334986,10.55631
2458800.1606743475,0.3548566292543569,10.56167
2458800.1815075176,0.3669987319159418,10.56924
2458800.202340687,0.3791408343061562,10.5754
2458800.223173856,0.39128293615351595,10.58129
2458800.2440071236,0.4034250958089842,10.59623
2458800.2648402913,0.41556719711354617,10.62001
2458800.2856734586,0.42770929814673764,10.65256
2458800.306506625,0.4398513986371313,10.69247
2458800.3273398913,0.45199355747837444,10.73998
2458800.3481730567,0.4641356574259703,10.78814
2458800.3690062216,0.4762777571021388,10.83077
2458800.389839386,0.48841985650693687,10.85821
2458800.4106725496,0.5005619553689371,10.85936
2458800.4315058133,0.51270411258173,10.83768
2458800.4523389763,0.5248462111723597,10.7995
2458800.4731721384,0.5369883092201349,10.75177
2458800.4940053,0.5491304069965395,10.70686
2458800.5148385614,0.5612725628523663,10.665
2458800.535671722,0.5734146600859731,10.63048
2458800.5565048824,0.5855567570481526,10.60478
2458800.577338042,0.5976988537389616,10.59063
2458800.598171301,0.6098410082378223,10.58307
2458800.6190044596,0.6219831041144062,10.57655
2458800.639837618,0.63412519999099,10.56931
2458800.6606707755,0.646267295324833,10.5615
2458800.6815040326,0.6584094487380412,10.55677
2458800.702337189,0.6705515435290863,10.55051
2458800.7231703447,0.6826936377772768,10.54518
2458800.7440035003,0.6948357320254672,10.54127
2458800.764836755,0.7069778840817094,10.538
2458800.78566991,0.7191199777871589,10.53488
2458800.8065030635,0.7312620709497537,10.5336
2458800.827336217,0.7434041638409781,10.5354
2458800.8481694697,0.7555463148116246,10.53626
2458800.869002622,0.7676884071599943,10.53875
2458800.8898357735,0.7798304989656231,10.54575
2458800.910668925,0.7919725907712518,10.55007
2458800.9315021755,0.8041147403848754,10.55946
2458800.9523353255,0.816256831376279,10.56778
2458800.973168475,0.8283989220963122,10.57763
2458800.994001624,0.840541012544918,10.58981
2458801.014834873,0.8526831610730028,10.60085
2458801.035668021,0.8648252509788108,10.61196
2458801.0565011683,0.876967340341821,10.62315
2458801.077334316,0.8891094299762585,10.63668
2458801.098167562,0.9012515768758931,10.6556
2458801.1190007078,0.913393665424735,10.69437
2458801.1398338536,0.9255357539735769,10.75288
2458801.1606669985,0.9376778419795642,10.82655
2458801.1815002426,0.94981998779366,10.91558
2458801.2023333865,0.9619620752568494,11.0151
2458801.22316653,0.9741041624486684,11.1185
2458801.2439996726,0.9862462490976895,11.19854
2458801.264832915,0.9983883938261897,11.21874
2458801.2856660564,0.010530479932413073,11.16894
2458801.3064991976,0.022672565767209107,11.08449
2458801.3273323383,0.034814651330691504,10.97937
2458801.348165478,0.04695673635131925,10.88304
2458801.368998718,0.05909887972279648,10.79498
2458801.389831857,0.07124096420062642,10.72418
2458801.4106649957,0.08338304867845636,10.67029
2458801.4314981336,0.0955251326134885,10.64047
2458801.452331371,0.10766727462794279,10.62699
2458801.4731645077,0.11980935774874979,10.61515
2458801.493997644,0.13195144086961363,10.60482
2458801.51483078,0.14409352371905015,10.59395
2458801.5356640154,0.15623566437653835,10.58245
2458801.55649715,0.16837774641174974,10.57177
2458801.5773302848,0.18051982844701797,10.56356
2458801.5981634185,0.19266190993943155,10.55597
2458801.6189966514,0.2048040492398968,10.54738
2458801.639829784,0.21694613018956943,10.54133
2458801.6606629165,0.22908821086781472,10.53689
2458801.681496048,0.2412302910032622,10.53416
2458801.7023292794,0.2533724294895592,10.53124
2458801.72316241,0.26551450908220886,10.52899
2458801.74399554,0.2776565884034312,10.53083
2458801.7648286694,0.2897986674532831,10.53499
2458801.7856618986,0.3019408045825571,10.53566
2458801.8064950267,0.31408288281818386,10.54118
2458801.827328155,0.32622496105386745,10.54754
2458801.848161282,0.3383670387466964,10.55307
2458801.868994509,0.3505091745190043,10.56044
2458801.8898276356,0.36265125194046277,10.56851
2458801.9106607614,0.3747933288191234,10.57711
2458801.9314938863,0.3869354051549294,10.58432
2458801.9523271113,0.39907753984164174,10.59391
2458801.9731602357,0.4112196159061341,10.61155
2458801.993993359,0.4233616914277718,10.6403
2458802.014826483,0.43550376722083683,10.68031
2458802.0356597053,0.4476459002790989,10.72389
2458802.0564928274,0.4597879749865683,10.77029
2458802.0773259494,0.47193004969403773,10.81577
2458802.09815907,0.484072123587282,10.85089
2458802.1189922905,0.4962142555600053,10.86756
2458802.139825411,0.5083563294532496,10.85974
2458802.1606585304,0.5204984025323256,10.82804
2458802.1814916492,0.5326404753399743,10.78351
2458802.2023248677,0.544782606227102,10.72823
2458802.2231579856,0.5569246784919528,10.66397
2458802.243991103,0.5690667504854332,10.60863
2458802.26482422,0.5812088222074863,10.56456
2458802.285657436,0.593350951737591,10.5418
2458802.306490552,0.6054930229168463,10.53677
2458802.3273236672,0.6176350935533037,10.53886
2458802.348156782,0.6297771639183907,10.54498
2458802.368989996,0.6419192923628998,10.54996
2458802.38982311,0.654061362185189,10.54983
2458802.410656223,0.6662034317360508,10.54768
2458802.431489336,0.6783455010155421,10.54538
2458803.4731455944,0.2854493264929374,10.53028
2458803.4939786796,0.29759137975986505,10.53516
2458803.514811765,0.3097334330267927,10.53773
2458803.5356448498,0.321875486022293,10.5426
2458803.556478034,0.334017596825845,10.55079
2458803.577311117,0.346159649007177,10.55856
2458803.5981442006,0.358301701188509,10.56476
2458803.618977283,0.3704437528270432,10.57385
2458803.639810465,0.3825858622735723,10.58327
2458803.6606435464,0.3947279133693087,10.59207
2458803.6814766275,0.40686996419361776,10.60581
2458803.7023097076,0.41901201447512904,10.63231
2458803.723142788,0.43115406475669715,10.66875
2458803.743975967,0.4432961728462601,10.70989
2458803.764809046,0.45543822231354625,10.75747
2458803.7856421242,0.46758027150951875,10.8018
2458803.806475202,0.4797223204340071,10.84017
2458803.8273083796,0.4918644274379744,10.86103
2458803.848141456,0.5040064755482945,10.85591
2458803.8689745325,0.5161485236586714,10.82806
2458803.8898076084,0.5282905714975641,10.78702
2458803.910640783,0.540432676873138,10.73954
2458803.9314738577,0.5525747238978624,10.69514
2458803.9523069323,0.5647167709226437,10.65568
2458803.973140006,0.5768588174045703,10.62461
2458803.9939731783,0.5890009214231213,10.60327
2458804.0148062515,0.6011429676336775,10.59063
2458804.0356393233,0.6132850130300085,10.58284
2458804.056472395,0.6254270584263395,10.57511
2458804.077305566,0.6375691616307222,10.56669
2458804.0981386364,0.6497112062128281,10.5582
2458804.118971706,0.661853250252193,10.5505
2458804.1398047754,0.6739952942915579,10.54293
2458804.1606379445,0.686137396410345,10.54001
2458804.1814710125,0.6982794396354848,10.53609
2458804.2023040806,0.7104214828606246,10.53241
2458804.2231371477,0.7225635255429665,10.53197
2458804.2439703145,0.7347056263047307,10.53365
2458804.2648033807,0.7468476684442749,10.53565
2458804.2856364464,0.7589897103124486,10.53946
2458804.3064695112,0.7711317516377676,10.54479
2458804.327302676,0.7832738513139361,10.55015
2458804.34813574,0.7954158920965142,10.55665
2458804.3689688034,0.807557932607665,10.5657
2458804.389801867,0.8196999731188157,10.5755
2458804.4106350294,0.8318420714380181,10.58659
2458804.431468091,0.8439841108635733,10.59434
2458804.4523011525,0.8561261502891284,10.60568
2458804.4731342136,0.8682681894432562,10.61846
2458804.493967374,0.8804102864054357,10.62861
2458804.514800434,0.8925523250168226,10.63886
2458804.535633493,0.9046943630853548,10.66062
2458804.556466552,0.9168364008825165,10.70507
2458804.5772997104,0.9289784967591004,10.76472
2458804.598132768,0.9411205340134643,10.84447
2458804.618965825,0.9532625707250304,10.93846
2458804.639798882,0.9654046074365965,11.03882
2458804.660632038,0.9775467019562143,11.13148
2458804.681465094,0.9896887381249826,11.19948
2458804.702298149,0.0018307737509530853,11.20095
2458804.7231312036,0.013972809105496253,11.13764
2458804.743964358,0.026114902539518425,11.04658
2458804.764797411,0.038256937079893305,10.94536
2458804.785630464,0.05039897162021134,10.84816
2458804.806463517,0.06254100588921574,10.7654
2458804.8272966687,0.07468309796621497,10.70163
2458804.84812972,0.08682513142099424,10.65574
2458804.868962771,0.09896716460434618,10.63046
2458804.8897958216,0.11110919778769812,10.62404
2458804.9106288715,0.1232512304283091,10.61582
2458804.9314620206,0.1353933208769149,10.60614
2458804.95229507,0.14753535324609857,10.59782
