hjd,phase,mag
2458804.973128118,0.1596773848010571,10.58943
2458804.9939611657,0.17181941608464513,10.57969
2458805.014794313,0.18396150544765533,10.57262
2458805.03562736,0.19610353645981604,10.56499
2458805.056460406,0.20824556692917895,10.56108
2458805.0772934514,0.22038759685574405,10.55493
2458805.098126597,0.23252968513321548,10.54887
2458805.1189596415,0.24467171478835326,10.54585
2458805.1397926854,0.25681374390075007,10.54352
2458805.160625729,0.26895577274171956,10.54176
2458805.181458872,0.28109785966216805,10.54207
2458805.2022919143,0.29323988796033973,10.54405
2458805.2231249562,0.30538191598714093,10.54545
2458805.2439579978,0.3175239437425148,10.54937
2458805.264791139,0.32966602957731084,10.55319
2458805.285624179,0.3418080565185164,10.55874
2458805.306457219,0.353950083459722,10.56493
2458805.3272902584,0.36609210985807294,10.57085
2458805.348123397,0.3782341943359029,10.57442
2458805.3689564355,0.39037622019151286,10.58125
2458805.3897894733,0.4025182457756955,10.59318
2458805.41062251,0.41466027081708035,10.61625
2458805.431455647,0.42680235420931467,10.64839
2458805.4522886835,0.43894437897932903,10.68922
2458805.473121719,0.45108640320648874,10.73419
2458805.493954754,0.46322842716227797,10.78101
2458805.5147878886,0.4753705091975462,10.82427
2458805.5356209227,0.4875125326105376,10.85511
2458805.5564539563,0.49965455575215856,10.85768
2458805.5772869894,0.5117965786223522,10.83372
2458805.5981201218,0.5239386593005975,10.79774
2458805.618953154,0.5360806816279933,10.75107
2458805.639786185,0.5482227034125913,10.70479
2458805.660619216,0.560364724925762,10.66544
2458805.6814523465,0.5725068045184116,10.63154
2458805.7022853764,0.5846488254888413,10.60593
2458805.723118406,0.5967908461878437,10.59134
2458805.7439514343,0.6089328663440483,10.58426
2458805.764784563,0.6210749448510455,10.57484
2458805.7856175904,0.6332169644644523,10.56928
2458805.806450618,0.6453589840778591,10.56265
2458805.827283645,0.6575010034198954,10.55604
2458805.848116771,0.669643080298556,10.54825
2458805.8689497965,0.6817850988263672,10.54224
2458805.8897828218,0.693927117082751,10.53668
2458805.9106158465,0.7060691350677644,10.5327
2458805.9314488703,0.7182111525099799,10.53151
2458805.9522819943,0.7303532283030449,10.53137
2458805.973115017,0.7424952452024627,10.5349
2458805.9939480396,0.7546372618304531,10.53648
2458806.0147811617,0.7667793365379225,10.53916
2458806.035614183,0.7789213526231151,10.54582
2458806.0564472037,0.7910633681655668,10.55425
2458806.0772802243,0.8032053837079616,10.56185
2458806.0981132444,0.8153473989789859,10.56981
2458806.1189463637,0.8274894720580619,10.58219
2458806.1397793824,0.8396314865148611,10.59387
2458806.1606124006,0.8517735007002898,10.60436
2458806.1814454184,0.8639155146142912,10.61754
2458806.202278536,0.8760575866077716,10.6317
2458806.223111552,0.8881995997076046,10.64372
2458806.2439445686,0.9003416128074377,10.66147
2458806.264777584,0.9124836253644162,10.69764
2458806.2856106996,0.924625696272301,10.75047
2458806.306443714,0.9367677082865384,10.82082
2458806.327276728,0.9489097200293486,10.90641
2458806.3481097417,0.9610517315007883,11.00532
2458806.368942855,0.9731938010516501,11.10769
2458806.389775867,0.9853358117088646,11.19139
2458806.4106088793,0.997477822366136,11.21189
2458806.4314418905,0.009619832480552759,11.1759
2458806.4522750014,0.021761900674448498,11.08733
2458806.4731080118,0.033903910246067426,10.98925
2458806.4939410216,0.04604591954631587,10.8905
2458806.514774031,0.05818792857513699,10.80153
2458806.53560714,0.07032999568338028,10.73084
2458806.5564401485,0.08247200416946043,10.67514
2458806.577273156,0.09461401211268594,10.64207
2458806.5981061636,0.10675602005591145,10.6279
2458806.6189392703,0.11889808580718864,10.61747
2458806.6397722764,0.13104009293624586,10.60706
2458806.660605282,0.14318209979387575,10.59653
2458806.6814382873,0.15532410638013516,10.58596
2458806.7022713916,0.1674661707743894,10.57703
2458806.723104396,0.17960817681785102,10.56903
2458806.7439373997,0.1917501825898853,10.55959
2458806.764770403,0.2038921880905491,10.55307
2458806.785603505,0.21603425112783725,10.54719
2458806.806436507,0.22817625581427592,10.54389
2458806.827269509,0.2403182605007146,10.53919
2458806.84810251,0.25246026464435545,10.53563
2458806.86893561,0.264602326596048,10.53579
2458806.8897686102,0.27674433019689104,10.53477
2458806.91060161,0.2888863335263636,10.53676
2458806.9314346085,0.30102833631298154,10.5398
2458806.952267707,0.31317039717907846,10.54513
2458806.9731007046,0.3253123994229554,10.54961
2458806.993933702,0.33745440139540506,10.55566
2458807.0147666987,0.34959640309642737,10.56141
2458807.035599795,0.3617384628769287,10.56838
2458807.0564327906,0.3738804637637827,10.57357
2458807.077265786,0.3860224646506367,10.58035
2458807.0980987805,0.39816446499469293,10.58801
2458807.1189317745,0.41030646506737867,10.60595
2458807.139764868,0.42244852321948656,10.63522
2458807.1605978613,0.43459052274931764,10.67293
2458807.181430854,0.44673252200777824,10.71771
2458807.2022638456,0.45887452072344104,10.76365
2458807.2230969374,0.4710165777899533,10.80774
2458807.243929928,0.4831585759628183,10.84384
2458807.264762919,0.4953005741356833,10.85821
2458807.2855959088,0.5074425717657505,10.84662
2458807.3064289982,0.5195846274752398,10.81513
2458807.327261987,0.5317266245625092,10.76916
2458807.348094975,0.5438686211069808,10.72166
2458807.368927963,0.5560106176514523,10.67961
2458807.3897610507,0.5681526722754029,10.64198
2458807.4105940373,0.5802946680056493,10.61074
2458807.4314270234,0.5924366634645253,10.58985
2458807.452260009,0.6045786586519739,10.58353
2458807.4730930943,0.6167207119189015,10.57689
2458807.493926079,0.6288627065635524,10.57084
2458807.5147590633,0.6410047009368327,10.56511
2458807.535592047,0.6531466950387426,10.56129
2458807.55642513,0.6652887469486473,10.55531
2458807.577258113,0.6774307405077025,10.55092
2458807.5980910948,0.6895727335240167,10.54753
2458807.618924076,0.7017147262688468,10.54596
2458807.6397571573,0.7138567770932127,10.54441
2458807.660590138,0.725998769295245,10.54255
2458807.681423118,0.7381407612259636,10.54417
2458807.7022560975,0.7502827528852549,10.54641
2458807.723089176,0.7624248023525411,10.54937
2458807.7439221544,0.7745667931976641,10.55329
2458807.7647551326,0.7867087840427303,10.55799
2458807.78558811,0.7988507743449986,10.56727
2458807.8064211863,0.8109928224553187,10.57276
2458807.827254163,0.8231348124862166,10.57941
2458807.848087139,0.8352768019743166,10.58959
2458807.8689201144,0.8474187911909894,10.59858
2458807.889753189,0.8595608382157138,10.60733
2458807.9105861634,0.8717028268896456,10.61591
2458807.931419137,0.8838448150207228,10.62713
2458807.95225211,0.8959868028803726,10.63746
2458807.9730851827,0.9081288488195582,10.66776
2458808.014751126,0.9324128229105213,10.78568
2458808.0355840973,0.9445548096846323,10.87277
2458808.056417168,0.9566968545381656,10.97085
2458808.077250138,0.9688388404980515,11.07274
2458808.0980831073,0.9809808261865669,11.1627
2458808.118916076,0.993122811603655,11.21325
2458808.1397491447,0.005264855100165278,11.19581
2458808.1605821126,0.01740683997445558,11.11869
2458808.18141508,0.0295488245773754,11.02183
2458808.202248047,0.041690808908867893,10.91693
2458808.2230811133,0.05383285104841207,10.82629
2458808.243914079,0.06597483456573627,10.74673
2458808.2647470445,0.07811681808300364,10.69217
2458808.285580009,0.09025880105753004,10.65366
2458808.3064129734,0.10240078376062911,10.63219
2458808.3272460373,0.11454282454320719,10.62174
2458808.348079,0.12668480643208113,10.61416
2458808.368911963,0.13882678832101192,10.6047
2458808.389744925,0.15096876966708805,10.59139
2458808.410577987,0.16311080936407052,10.58027
2458808.431410948,0.17525279016734885,10.57093
2458808.4522439083,0.1873947706992567,10.56063
2458808.4730768683,0.19953675095979406,10.54976
2458808.493909928,0.2116787892997536,10.54248
2458808.514742887,0.2238207690174363,10.53663
2458808.5355758453,0.23596274819237806,10.53082
2458808.556408804,0.2481047276386903,10.52972
2458808.577241861,0.2602467643502564,10.52769
2458808.598074818,0.2723887429823435,10.53072
2458808.618907775,0.2845307213430601,10.53344
2458808.6397407306,0.29667269916097894,10.5355
2458808.6605737857,0.30881473478694943,10.54036
2458808.6814067406,0.32095671206207044,10.54668
2458808.702239695,0.33309868906582096,10.55472
2458808.7230726485,0.34524066552671684,10.56186
2458808.743905702,0.3573827003384622,10.56908
2458808.7647386547,0.3695246762566171,10.57728
2458808.785571607,0.3816666519033447,10.58735
2458808.8064045585,0.39380862727864496,10.59702
2458808.82723761,0.40595066073342423,10.60919
2458808.8480705605,0.4180926355659267,10.63526
2458808.8689035107,0.43023461012705866,10.66894
2458808.88973646,0.4423765841453928,10.70789
2458808.9105695095,0.4545186165145765,10.75667
2458808.931402458,0.46666058999011284,10.79927
2458808.952235406,0.4788025631942219,10.83948
2458808.9730683533,0.49094453612696043,10.86268
2458808.9939014004,0.5030865671391211,10.86059
2458809.014734347,0.5152285395290619,10.83029
2458809.0355672925,0.5273705113762048,10.7907
2458809.056400238,0.5395124832233478,10.74501
2458809.077233283,0.5516545128785424,10.69854
2458809.0980662275,0.5637964841828875,10.66092
2458809.1188991712,0.575938454944378,10.62916
2458809.1397321145,0.5880804254345549,10.60436
2458809.1605651574,0.600222454004097,10.58795
2458809.1813980998,0.6123644239514761,10.58269
2458809.202231041,0.6245063933560004,10.57356
2458809.2230639826,0.6366483627605248,10.56582
2458809.243897023,0.6487903899731009,10.55773
2458809.2647299636,0.6609323588348843,10.55086
2458809.285562903,0.6730743271538131,10.54321
2458809.306395842,0.6852162952013714,10.5394
2458809.327228781,0.6973582629775024,10.53484
2458809.348061819,0.7095002888331123,10.53223
2458809.3688947563,0.7216422557950182,10.53203
2458809.3897276935,0.7337842227569809,10.53203
2458809.41056063,0.7459261891761457,10.53525
2458809.431393666,0.7580682139461032,10.53847
2458809.4522266015,0.7702101798224703,10.54268
2458809.4730595364,0.78235214542741,10.54775
2458809.4938924713,0.7944941110323498,10.55403
2458809.514725505,0.8066361341739707,10.56387
2458809.5355584384,0.8187780989647422,10.57261
2458809.5563913714,0.8309200634840863,10.58187
2458809.577224304,0.8430620277320031,10.59332
2458809.5980573352,0.8552040495166011,10.60431
2458809.618890267,0.867346013221777,10.61192
2458809.639723198,0.8794879766555255,10.62127
2458809.6605561282,0.8916299395464762,10.63144
2458809.6813891577,0.9037719602454786,10.65302
2458809.702222087,0.9159139225936315,10.6966
2458809.723055016,0.9280558846704139,10.75838
2458809.7438879437,0.9401978462043985,10.83463
2458809.7647209717,0.9523398660891758,10.93136
2458809.7855538987,0.9644818270803626,11.03328
2458809.806386825,0.976623787800122,11.13181
2458809.827219751,0.9887657482484542,11.19985
2458809.848052777,0.0009077667762653618,11.20851
2458809.868885702,0.013049726681856555,11.15418
2458809.8897186266,0.025191686316020423,11.05701
2458809.9105515503,0.037333645407386484,10.95748
2458809.931384574,0.04947566284960203,10.85734
2458809.952217497,0.061617621398170286,10.77693
2458809.9730504192,0.07375957967531122,10.71107
2458809.993883341,0.0859015376811385,10.66449
2458810.0147163626,0.09804355376633112,10.63685
2458810.0355492835,0.11018551122930376,10.62934
2458810.056382204,0.12232746842084907,10.62047
2458810.077215124,0.1344694253410239,10.61265
2458810.098048143,0.14661144006925042,10.60512
2458810.1188810617,0.15875339617525697,10.59781
2458810.1397139803,0.17089535228120667,10.58812
2458810.160546898,0.1830373078444154,10.58035
2458810.181379915,0.19517932148698947,10.57358
2458810.202212832,0.2073212765074004,10.56529
2458810.2230457477,0.21946323098495668,10.55899
2458810.2438786635,0.2316051854625698,10.55525
2458810.264711679,0.2437471980196051,10.55062
2458810.2855445934,0.25588915168293624,10.54719
2458810.3063775073,0.26803110507495376,10.5475
2458810.327210421,0.2801730584669144,10.54682
2458810.3480434343,0.2923150696669836,10.54875
2458810.368876347,0.30445702224471916,10.55089
2458810.3897092585,0.31659897427971373,10.55256
2458810.41054217,0.3287409263147083,10.55749
2458810.4313750817,0.3408828783497029,10.56193
2458810.4522080915,0.3530248876499513,10.56845
2458810.4730410017,0.36516683887072077,10.57501
2458810.4938739114,0.3773087898201197,10.58293
2458810.51470692,0.38945079830614304,10.59266
2458810.5355398282,0.4015927484413737,10.6034
2458810.5563727366,0.41373469857654754,10.62685
2458810.577205644,0.42587664816892357,10.65758
2458810.5980385505,0.4380185972185018,10.69788
2458810.618871557,0.4501606046189863,10.74303
2458810.6397044626,0.46230255312576674,10.79107
2458810.6605373677,0.47444450136117666,10.8338
2458810.6813702728,0.48658644959652975,10.86443
2458810.702203277,0.49872845563999135,10.86882
2458810.7230361807,0.5108704030611761,10.84939
2458810.7438690835,0.52301234993962,10.81286
2458810.764701986,0.535154296818007,10.76595
2458810.7855349886,0.547296301775873,10.72157
2458810.80636789,0.5594382478400348,10.68069
2458810.8272007913,0.5715801939042535,10.64573
2458810.8480336918,0.5837221394256744,10.62033
2458810.868866692,0.5958641430265175,10.60412
2458810.8896995913,0.6080060880050837,10.59441
2458810.9105324904,0.6201480327123363,10.58672
2458810.931365389,0.6322899771481048,10.57849
2458810.9521983867,0.6444319793919817,10.5709
2458810.9730312843,0.6565739232850092,10.56203
2458810.993864181,0.668715866635182,10.55546
2458811.0146970777,0.6808578099854117,10.54935
2458811.0355300736,0.6929998111436362,10.5453
2458811.056362969,0.7051417536796976,10.54247
2458811.0771958637,0.7172836959442748,10.53853
2458811.098028758,0.7294256379374815,10.5374
2458811.118861752,0.7415676380101672,10.53867
2458811.139694645,0.7537095791892057,10.53968
2458811.160527538,0.7658515203681873,10.54271
2458811.18136043,0.7779934610044279,10.54984
2458811.202193422,0.7901354597200907,10.55471
2458811.223026313,0.8022773998134767,10.56249
2458811.243859204,0.8144193399069195,10.57129
2458811.2646920937,0.8265612791861372,10.58099
2458811.2855250835,0.8387032768162044,10.5925
2458811.306357973,0.8508452158239947,10.60482
2458811.3271908616,0.8629871545604715,10.61648
2458811.3480237494,0.8751290927540936,10.62794
2458811.368856737,0.8872710890271378,10.63907
2458811.3896896243,0.8994130269493894,10.65327
2458811.4105225108,0.9115549643287864,10.68929
2458811.431355397,0.9236969017082401,10.74256
2458811.4521883824,0.9358388966242615,10.81058
2458811.473021267,0.9479808329181196,10.89679
2458811.493854152,0.9601227694833483,10.99515
2458811.514687036,0.9722647055057791,11.09857
2458811.535520019,0.9844066990648344,11.17717
2458811.556352902,0.9965486345444674,11.21386
2458811.577185785,0.00869056975272997,11.18232
2458811.5980186667,0.020832504418137887,11.10094
2458811.618851548,0.03297443881217532,10.99915
2458811.639684529,0.04511643128563492,10.89885
2458811.660517409,0.05725836486550406,10.81204
2458811.681350289,0.06940029844531637,10.74043
2458811.7021831684,0.08154223175375819,10.6841
2458811.723016147,0.09368422287025169,10.65049
2458811.743849025,0.10582615536446838,10.63536
2458811.764681903,0.11796808785874191,10.62584
2458811.7855147803,0.1301100198101608,10.61543
2458811.806347757,0.14225200984105868,10.60623
2458811.8271806333,0.15439394124967976,10.59756
2458811.8480135086,0.16653587211555987,10.5893
2458811.868846484,0.17867786133223262,10.58112
2458811.8896793583,0.1908197916552581,10.57362
2458811.9105122327,0.2029617219783404,10.56869
2458811.931345106,0.21510365175856805,10.56335
2458811.952177979,0.22724558126742522,10.55812
2458811.9730109517,0.23938756885570456,10.55465
2458811.9938438237,0.2515294978217639,10.55328
2458812.014676695,0.26367142651639597,10.55145
2458812.0355095663,0.27581335493965753,10.55097
2458812.056342537,0.28795534144234125,10.55248
2458812.0771754067,0.3000972690514345,10.5559
2458812.0980082764,0.31223919666047095,10.5581
2458812.118841145,0.3243811237267096,10.55889
2458812.1396741136,0.3365231088724272,10.56436
2458812.1605069814,0.348665035395868,10.5685
2458812.181339849,0.36080696164793835,10.57394
2458812.2021727157,0.37294888762858136,10.57905
2458812.223005682,0.3850908716887034,10.58577
2458812.2438385477,0.39723279685512125,10.59321
2458812.264671413,0.40937472202159597,10.60993
2458812.285504278,0.4215166466452729,10.63993
2458812.3063372425,0.43365862961974244,10.67494
2458812.327170106,0.44580055370062155,10.71834
2458812.3480029693,0.45794247751007333,10.76763
2458812.3688358325,0.47008440131958196,10.81466
2458812.3896687943,0.4822263826656581,10.85094
2458812.410501656,0.4943683056609416,10.86583
2458812.4313345174,0.5065102283847978,10.85773
2458812.4521673783,0.5186521508372834,10.82357
2458812.473000338,0.5307941308263935,10.78019
2458812.514666057,0.5550779743742851,10.68705
2458812.5354989157,0.5672198954698047,10.65169
2458812.556331874,0.5793618746446896,10.62045
2458812.5771647315,0.5915037951973545,10.59963
2458812.5979975886,0.603645715478649,10.59101
2458812.6188304448,0.6157876352170888,10.58489
2458812.639663401,0.6279296133064349,10.58003
2458812.6604962563,0.6400715325021338,10.57385
2458812.6813291116,0.6522134516977758,10.56794
2458812.702161966,0.6643553703506768,10.56255
2458812.72299492,0.676497347083,10.55807
2458812.7438277733,0.6886392651930464,10.55438
2458812.764660626,0.7007811830317223,10.55014
2458812.7854934786,0.7129231005990277,10.54885
2458812.8063264303,0.725065075974328,10.54716
2458812.827159282,0.7372069929988356,10.54727
2458812.8479921324,0.7493489094804886,10.54707
2458812.868824983,0.7614908259621984,10.54913
2458812.8896578327,0.7736327419010536,10.55392
2458812.910490782,0.7857747159193877,10.56039
2458812.9313236307,0.797916631315502,10.56563
2458812.952156479,0.8100585464401888,10.57223
2458812.972989327,0.8222004612934484,10.58143
2458812.9938222743,0.8343424342261869,10.59086
2458813.014655121,0.8464843485367055,10.59972
2458813.035487967,0.8586262623043694,10.61117
2458813.056320813,0.8707681760720334,10.62442
2458813.077153758,0.8829101476478058,10.63664
2458813.0979866027,0.8950520606013015,10.65092
2458813.118819447,0.9071939732833698,10.68017
2458813.1396522904,0.9193358856940677,10.72681
2458813.1604852336,0.9314778561841877,10.79317
2458813.1813180763,0.9436197680520877,10.87409
2458813.2021509185,0.9557616796486172,10.96911
2458813.22298376,0.9679035907022921,11.07301
2458813.243816701,0.9800455601068165,11.16422
2458813.2646495416,0.9921874706177505,11.21821
2458813.2854823815,0.004329380857257092,11.20123
2458813.3063152214,0.016471291096763707,11.12994
2458813.32714816,0.028613258872894676,11.02662
2458813.3479809985,0.04075516829817616,10.92804
2458813.368813837,0.05289707772345764,10.83668
2458813.3896466745,0.06503898660599816,10.75991
2458813.4104796113,0.07718095329653352,10.69922
2458813.431312448,0.08932286163621939,10.65703
2458813.452145284,0.10146476970453477,10.6379
2458813.4729781193,0.11360667723005236,10.6271
2458813.493811054,0.1257486428349921,10.61808
2458813.5146438885,0.13789054981771187,10.60529
2458813.5354767223,0.15003245652900432,10.59504
2458813.5563095557,0.1621743629689263,10.58593
2458813.5771424887,0.17431632748827042,10.57636
2458813.597975321,0.18645823338539458,10.56784
2458813.6188081526,0.19860013873972093,10.56327
2458813.639640984,0.2107420440940473,10.55636
2458813.660473915,0.22288400725636848,10.55327
2458813.6813067454,0.23502591206789702,10.55037
2458813.702139575,0.24716781633662777,10.54684
2458813.722972404,0.2593097203339312,10.54705
2458813.743805333,0.27145168241065676,10.54794
2458813.7646381613,0.2835935858652192,10.54957
2458813.785470989,0.2957354890482975,10.55003
2458813.806303816,0.3078773916886348,10.55404
2458813.827136743,0.3200193526798216,10.55755
2458813.847969569,0.3321612547773043,10.56148
2458813.8688023947,0.3443031568748438,10.56782
2458813.8896352197,0.3564450584295855,10.57635
2458813.910468044,0.3685869597128999,10.58351
2458813.9313009684,0.38072891907563644,10.58991
2458813.952133792,0.39287081981620986,10.59646
2458813.972966615,0.4050127202852991,10.6108
2458813.993799438,0.4171546204830179,10.63619
2458814.01463236,0.42929657876021565,10.66842
2458814.0354651813,0.4414384781437093,10.70991
2458814.0562980026,0.45358037752725977,10.75507
2458814.077130823,0.46572227636801244,10.79985
2458814.097963743,0.4778642332881873,10.8419
2458814.118796563,0.49000613185751263,10.86497
2458814.1396293817,0.5021480298840402,10.8658
2458814.1604622,0.5142899276391404,10.84084
2458814.181295118,0.5264318832023491,10.80267
2458814.2021279354,0.5385737804146515,10.75804
2458814.2229607524,0.5507156773555835,10.71372
2458814.2437935695,0.5628575742965722,10.67433
2458814.264626485,0.5749995285027012,10.64021
2458814.2854593,0.5871414243580944,10.61594
2458814.3062921157,0.5992833204848012,10.6032
2458814.32712493,0.6114252157973397,10.59537
2458814.3479578434,0.6235671689179298,10.58655
2458814.3687906573,0.635709063959041,10.57798
2458814.38962347,0.6478509584574113,10.57129
2458814.4104562826,0.6599928526843541,10.56379
2458814.431289194,0.6721348047193487,10.55734
2458814.4521220056,0.6842766984034938,10.55191
2458814.4729548167,0.6964185918162116,10.54964
2458814.4937876267,0.7085604846861884,10.54538
2458814.5146205365,0.7207024356355873,10.54483
2458814.535453346,0.7328443282341368,10.54444
2458814.556286155,0.7449862202898316,10.54566
2458814.577118963,0.7571281120742128,10.54975
2458814.597951871,0.7692700619380162,10.55303
2458814.6187846777,0.7814119529081722,10.55835
2458814.6396174845,0.7935538438783283,10.56566
2458814.660450291,0.805695734577057,10.57442
2458814.6812831964,0.8178376830838374,10.58277
2458814.702116002,0.8299795732398252,10.59235
2458814.7229488064,0.8421214628529583,10.60091
2458814.743781611,0.8542633524660914,10.61266
2458814.7646145145,0.8664052998873331,10.62341
2458814.7854473176,0.8785471886862979,10.63622
2458814.8062801203,0.8906890772138354,10.64861
2458814.8271129224,0.9028309654700024,10.67135
2458814.847945824,0.9149729115341643,10.71338
2458814.868778625,0.9271147992475335,10.77326
2458814.889611426,0.9392566866895322,10.84844
2458814.9104442257,0.9513985735886763,10.94399
2458814.9312771256,0.9635405188386699,11.04823
2458814.9521099245,0.9756824051950161,11.14791
2458814.972942723,0.9878242912799919,11.21904
2458814.993775521,0.9999661770935973,11.22814
2458815.0146084186,0.012108120986567883,11.17086
