HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2459364.10717,2021-05-29.6109725,bA,2.08,15.246,10.968,0.007,148.856,0.966,g
2459364.10842,2021-05-29.6122247,bA,2.05,15.200,10.978,0.007,147.574,1.001,g
2459364.10968,2021-05-29.6134841,bA,2.10,15.148,10.977,0.008,147.576,1.030,g
2459367.10070,2021-06-01.6044186,bA,2.01,15.250,10.737,0.006,184.246,1.096,g
2459367.10197,2021-06-01.6056840,bA,2.01,15.275,10.738,0.006,184.031,1.022,g
2459367.10322,2021-06-01.6069422,bA,2.02,15.302,10.741,0.006,183.370,1.084,g
2459369.94899,2021-06-04.4526190,bq,1.52,14.654,10.819,0.009,170.823,1.524,g
2459369.95022,2021-06-04.4538471,bq,2.00,14.480,10.932,0.014,153.829,1.971,g
2459372.94291,2021-06-07.4464398,bq,1.69,14.957,10.755,0.008,181.263,1.219,g
2459372.94414,2021-06-07.4476686,bq,1.58,14.982,10.756,0.007,180.948,1.273,g
2459372.94536,2021-06-07.4488989,bq,1.67,14.942,10.753,0.008,181.478,1.324,g
2459374.93614,2021-06-09.4396031,bq,1.51,15.005,10.750,0.006,182.005,1.027,g
2459374.93737,2021-06-09.4408325,bq,1.56,14.998,10.748,0.006,182.325,1.114,g
2459374.93860,2021-06-09.4420549,bq,1.44,14.985,10.726,0.007,186.128,1.147,g
2459377.09611,2021-06-11.5994888,bA,2.08,15.362,10.746,0.006,182.664,0.994,g
2459377.09736,2021-06-11.6007378,bA,2.08,15.351,10.747,0.006,182.490,0.975,g
2459377.09860,2021-06-11.6019802,bA,2.09,15.366,10.739,0.006,183.798,0.937,g
2459378.93364,2021-06-13.4369421,bq,1.59,13.984,10.704,0.012,189.896,2.000,g
2459378.93486,2021-06-13.4381606,bq,1.59,14.123,10.714,0.011,188.135,1.930,g
2459378.93607,2021-06-13.4393730,bq,1.55,14.232,10.714,0.011,188.220,1.814,g
2459379.92293,2021-06-14.4261968,bq,1.48,14.998,10.727,0.007,185.808,1.142,g
2459379.92417,2021-06-14.4274260,bq,1.50,14.985,10.728,0.006,185.745,0.987,g
2459379.92540,2021-06-14.4286596,bq,1.48,14.982,10.712,0.007,188.450,1.231,g
2459382.94249,2021-06-17.4456211,bq,1.54,15.214,11.099,0.007,131.965,0.883,g
2459382.94374,2021-06-17.4468736,bq,1.52,15.227,11.085,0.007,133.711,0.872,g
2459382.94500,2021-06-17.4481271,bq,1.52,15.203,11.094,0.007,132.624,0.824,g
2459385.09454,2021-06-19.5975663,bA,2.03,15.336,10.696,0.006,191.332,1.002,g
2459385.09579,2021-06-19.5988260,bA,2.03,15.362,10.720,0.006,186.997,0.992,g
2459385.09705,2021-06-19.6000834,bA,2.04,15.335,10.705,0.006,189.567,1.060,g
2459385.93964,2021-06-20.4426343,bq,1.52,15.052,10.716,0.007,187.708,1.166,g
2459385.94089,2021-06-20.4438810,bq,1.50,15.040,10.714,0.006,188.113,1.031,g
2459385.94214,2021-06-20.4451263,bq,1.50,15.062,10.734,0.007,184.632,1.129,g
2459386.93975,2021-06-21.4426968,bq,1.52,14.145,10.773,0.020,178.209,3.328,g
2459386.94099,2021-06-21.4439351,bq,1.48,14.888,10.747,0.007,182.508,1.147,g
2459386.94223,2021-06-21.4451733,bq,1.52,14.936,10.752,0.007,181.737,1.196,g
2459389.09939,2021-06-23.6022221,bA,2.18,15.316,10.729,0.006,185.608,1.087,g
2459389.10064,2021-06-23.6034769,bA,2.17,15.300,10.768,0.006,178.972,1.084,g
2459389.10191,2021-06-23.6047496,bA,2.17,15.325,10.756,0.006,180.895,1.025,g
2459396.05949,2021-06-30.5619612,bA,2.14,15.270,10.694,0.006,191.699,1.007,g
2459397.02246,2021-07-01.5248812,bA,2.42,15.198,10.713,0.007,188.332,1.108,g
2459397.02377,2021-07-01.5261910,bA,2.45,15.211,10.724,0.005,186.484,0.901,g
2459397.02502,2021-07-01.5274423,bA,2.42,15.243,10.733,0.006,184.715,1.031,g
2459400.05637,2021-07-04.5586171,bA,2.05,15.555,11.139,0.007,127.159,0.780,g
2459400.87888,2021-07-05.381075,bq,1.61,15.149,10.890,0.007,159.995,1.020,g
2459400.88010,2021-07-05.3823017,bq,1.59,15.170,10.896,0.007,159.209,0.989,g
2459400.88135,2021-07-05.3835493,bq,1.59,15.163,10.896,0.006,159.158,0.933,g
2459400.93314,2021-07-05.4353412,bq,1.47,15.177,10.919,0.006,155.762,0.956,g
2459400.93439,2021-07-05.4365829,bq,1.43,15.129,10.906,0.007,157.743,1.058,g
2459400.93563,2021-07-05.4378212,bq,1.50,14.982,10.917,0.008,155.967,1.123,g
2459404.00213,2021-07-08.5041444,bA,2.07,15.333,10.712,0.005,188.502,0.942,g
2459404.00338,2021-07-08.5053980,bA,2.03,15.350,10.745,0.006,182.833,1.022,g
2459404.00463,2021-07-08.5066493,bA,2.07,15.362,10.736,0.005,184.194,0.926,g
2459405.85727,2021-07-10.3591697,bq,1.48,15.115,10.724,0.006,186.428,1.050,g
2459405.85853,2021-07-10.3604335,bq,1.42,15.115,10.749,0.007,182.026,1.147,g
2459405.85977,2021-07-10.3616753,bq,1.54,15.081,10.739,0.006,183.758,1.059,g
2459406.93257,2021-07-11.4344085,bq,1.46,15.330,11.143,0.008,126.745,0.851,g
2459406.93381,2021-07-11.4356421,bq,1.45,15.338,11.157,0.007,125.066,0.821,g
2459406.93505,2021-07-11.4368877,bq,1.48,15.302,11.133,0.007,127.854,0.765,g
2459409.99504,2021-07-14.4966826,bA,2.21,15.318,10.719,0.005,187.197,0.891,g
2459409.99630,2021-07-14.4979429,bA,2.19,15.337,10.754,0.007,181.270,1.171,g
2459409.99756,2021-07-14.4992057,bA,2.34,15.262,10.721,0.006,186.885,1.051,g
2459411.99514,2021-07-16.4966525,bA,2.11,15.456,11.022,0.006,141.677,0.772,g
2459411.99639,2021-07-16.4979105,bA,2.16,15.464,11.000,0.006,144.575,0.789,g
2459411.99770,2021-07-16.4992109,bA,2.11,15.498,11.022,0.006,141.656,0.748,g
2459412.01049,2021-07-16.5120054,bA,2.12,15.518,11.066,0.006,135.988,0.741,g
2459412.01175,2021-07-16.5132615,bA,2.10,15.525,11.073,0.006,135.174,0.743,g
2459412.01302,2021-07-16.5145327,bA,2.10,15.514,11.072,0.006,135.344,0.727,g
2459413.99552,2021-07-18.4969101,bA,2.19,15.346,10.756,0.006,180.920,1.010,g
2459413.99679,2021-07-18.4981730,bA,2.16,15.348,10.787,0.006,175.916,0.950,g
2459413.99805,2021-07-18.4994359,bA,2.16,15.347,10.775,0.006,177.971,0.967,g
2459414.85661,2021-07-19.3579516,bq,1.50,15.042,10.767,0.006,179.164,1.032,g
2459414.85786,2021-07-19.3591965,bq,1.45,15.030,10.762,0.006,179.952,0.991,g
2459414.85910,2021-07-19.3604347,bq,1.49,15.036,10.759,0.007,180.448,1.114,g
2459414.98780,2021-07-19.4891281,bA,2.21,15.337,10.737,0.006,184.125,0.971,g
2459414.98906,2021-07-19.4903949,bA,2.18,15.301,10.703,0.005,189.919,0.865,g
2459414.99034,2021-07-19.4916672,bA,2.22,15.347,10.755,0.006,181.233,1.030,g
2459415.03793,2021-07-19.5392526,bA,2.09,15.356,10.726,0.006,186.138,1.070,g
2459415.03918,2021-07-19.5405024,bA,2.11,15.355,10.721,0.006,186.918,0.996,g
2459415.04044,2021-07-19.5417702,bA,2.10,15.404,10.741,0.006,183.450,1.039,g
2459415.04565,2021-07-19.5469792,bA,2.17,15.371,10.723,0.006,186.575,0.986,g
2459415.04692,2021-07-19.5482373,bA,2.21,15.358,10.691,0.006,192.146,1.012,g
2459415.04818,2021-07-19.5495094,bA,2.23,15.352,10.739,0.006,183.818,1.026,g
2459417.83421,2021-07-22.3353494,bq,2.42,14.586,10.714,0.012,188.169,2.037,g
2459417.83545,2021-07-22.3365900,bq,2.42,14.594,10.770,0.016,178.755,2.710,g
2459417.95972,2021-07-22.4608556,bq,2.20,14.954,10.806,0.009,172.847,1.372,g
2459417.96095,2021-07-22.4620869,bq,2.18,14.928,10.821,0.008,170.400,1.227,g
2459417.96219,2021-07-22.4633307,bq,1.45,14.993,10.816,0.007,171.254,1.102,g
2459419.84061,2021-07-24.3416143,bq,1.57,14.697,10.855,0.011,165.167,1.659,g
2459419.84187,2021-07-24.3428782,bq,1.96,14.765,10.936,0.009,153.400,1.318,g
2459419.84312,2021-07-24.3441197,bq,1.97,14.760,10.936,0.010,153.344,1.453,g
2459421.03585,2021-07-25.5367736,bA,2.12,15.235,10.722,0.006,186.761,1.104,g
2459421.03712,2021-07-25.5380377,bA,2.11,15.241,10.721,0.006,186.893,1.051,g
2459421.03838,2021-07-25.5393018,bA,2.09,15.235,10.702,0.006,190.059,1.148,g
2459421.83135,2021-07-26.3322210,bq,2.34,99.990,99.990,99.990,99.990,99.990,g
2459421.83258,2021-07-26.3334548,bq,2.14,13.745,10.963,0.040,149.474,5.499,g
2459421.83382,2021-07-26.3346962,bq,2.25,99.990,99.990,99.990,99.990,99.990,g
2459421.86519,2021-07-26.3660578,bq,2.47,14.337,10.733,0.017,184.981,2.942,g
2459421.86644,2021-07-26.3673091,bq,2.35,14.203,10.806,0.020,172.890,3.220,g
2459421.90684,2021-07-26.4077113,bq,2.02,14.010,10.777,0.024,177.540,3.910,g
2459421.90809,2021-07-26.4089564,bq,2.06,13.722,10.799,0.024,174.016,3.889,g
2459421.90933,2021-07-26.4101924,bq,2.03,14.272,10.726,0.015,185.943,2.658,g
2459422.01331,2021-07-26.5141768,bA,2.07,15.286,10.749,0.006,182.082,1.022,g
2459422.01457,2021-07-26.5154403,bA,2.09,15.235,10.742,0.006,183.360,1.086,g
2459422.07835,2021-07-26.5792035,bA,2.41,15.257,10.745,0.007,182.853,1.228,g
2459422.07960,2021-07-26.5804583,bA,2.46,15.283,10.751,0.007,181.865,1.225,g
2459426.00023,2021-07-30.5008155,bA,2.02,15.360,10.778,0.005,177.361,0.903,g
2459426.00149,2021-07-30.5020730,bA,2.02,15.335,10.763,0.006,179.866,1.004,g
2459426.00274,2021-07-30.5033291,bA,2.03,15.317,10.766,0.006,179.268,1.017,g
2459426.94162,2021-07-31.4421494,bA,2.08,15.297,10.731,0.006,185.151,1.089,g
2459426.94288,2021-07-31.4434136,bA,2.07,15.269,10.732,0.006,184.985,1.051,g
2459426.94414,2021-07-31.4446637,bA,2.07,15.267,10.711,0.006,188.691,1.008,g
2459427.91486,2021-08-01.4153170,bq,1.49,15.089,10.688,0.006,192.604,1.121,g
2459427.91610,2021-08-01.4165545,bq,1.51,15.125,10.735,0.006,184.378,0.941,g
2459427.91734,2021-08-01.4177950,bq,1.50,15.115,10.734,0.006,184.592,1.081,g
2459427.99908,2021-08-01.4995275,bA,2.29,15.314,10.717,0.006,187.563,1.109,g
2459428.00033,2021-08-01.5007740,bA,2.12,15.355,10.710,0.006,188.751,1.093,g
2459428.00160,2021-08-01.5020451,bA,2.24,15.313,10.712,0.005,188.400,0.955,g
2459428.01833,2021-08-01.5187728,bA,2.37,15.290,10.724,0.006,186.312,0.995,g
2459428.01966,2021-08-01.5201039,bA,2.36,15.302,10.711,0.006,188.696,0.990,g
2459428.02093,2021-08-01.5213714,bA,2.23,15.339,10.712,0.006,188.544,1.091,g
2459428.99745,2021-08-02.4978372,bA,2.16,15.384,10.782,0.006,176.690,0.963,g
2459428.99873,2021-08-02.4991146,bA,2.13,15.329,10.786,0.006,175.988,0.984,g
2459429.00000,2021-08-02.5003857,bA,2.15,15.373,10.765,0.005,179.464,0.856,g
2459429.01671,2021-08-02.5170994,bA,2.12,15.349,10.767,0.006,179.300,0.965,g
2459429.01795,2021-08-02.5183393,bA,2.11,15.365,10.788,0.006,175.701,0.914,g
2459429.01922,2021-08-02.5196019,bA,2.12,15.360,10.754,0.005,181.323,0.868,g
2459429.99316,2021-08-03.4934708,bA,2.01,15.437,10.834,0.006,168.432,0.876,g
2459429.99440,2021-08-03.4947140,bA,2.00,15.420,10.817,0.007,171.126,1.071,g
2459429.99568,2021-08-03.4959862,bA,2.01,15.446,10.841,0.006,167.305,0.909,g
2459430.82152,2021-08-04.3217706,bq,1.49,14.964,10.908,0.007,157.293,1.053,g
2459430.82275,2021-08-04.3229993,bq,1.44,14.954,10.897,0.007,158.954,1.053,g
2459430.82397,2021-08-04.3242282,bq,1.44,14.963,10.898,0.007,158.804,1.059,g
2459431.80308,2021-08-05.3032642,bq,1.40,15.080,10.935,0.007,153.471,0.942,g
2459431.80432,2021-08-05.3045013,bq,1.44,15.078,10.918,0.007,155.896,0.990,g
2459431.80556,2021-08-05.3057408,bq,1.41,15.069,10.923,0.007,155.083,0.970,g
2459432.79302,2021-08-06.2931354,bq,1.48,15.073,10.844,0.006,166.905,0.907,g
2459432.79424,2021-08-06.2943619,bq,1.50,15.091,10.844,0.007,166.885,1.075,g
2459432.79549,2021-08-06.2956108,bq,1.42,15.050,10.780,0.006,177.014,1.017,g
2459433.77814,2021-08-07.2781987,bq,1.50,14.870,10.737,0.007,184.149,1.173,g
2459433.77937,2021-08-07.2794225,bq,1.48,14.879,10.755,0.007,181.128,1.115,g
2459433.78062,2021-08-07.2806728,bq,1.49,14.861,10.705,0.007,189.742,1.190,g
2459434.87316,2021-08-08.3731303,bq,1.48,14.697,10.737,0.008,184.251,1.343,g
2459434.87439,2021-08-08.3743638,bq,1.48,14.674,10.680,0.007,194.132,1.396,g
2459434.87562,2021-08-08.3755938,bq,1.47,14.678,10.716,0.008,187.792,1.348,g
2459434.93064,2021-08-08.4306126,bA,2.00,15.345,10.738,0.006,184.083,0.954,g
2459434.93191,2021-08-08.4318802,bA,2.00,15.338,10.731,0.005,185.104,0.916,g
2459434.93317,2021-08-08.4331443,bA,2.01,15.347,10.719,0.005,187.313,0.882,g
2459435.01569,2021-08-08.5156540,bA,2.04,15.376,10.725,0.006,186.329,1.074,g
2459435.01695,2021-08-08.5169137,bA,2.05,15.367,10.726,0.006,186.023,1.022,g
2459435.01821,2021-08-08.5181728,bA,2.05,15.399,10.746,0.006,182.624,0.939,g
2459435.78747,2021-08-09.2873773,bq,1.52,15.027,10.747,0.006,182.565,1.051,g
2459435.78871,2021-08-09.2886212,bq,1.46,15.015,10.718,0.007,187.530,1.138,g
2459435.78995,2021-08-09.2898608,bq,1.43,15.025,10.726,0.006,186.074,1.113,g
2459435.84863,2021-08-09.3485357,bq,1.47,15.053,10.780,0.007,177.023,1.126,g
2459435.84987,2021-08-09.3497754,bq,1.47,15.005,10.776,0.008,177.599,1.406,g
2459435.85111,2021-08-09.3510184,bq,1.47,14.863,10.790,0.008,175.453,1.366,g
2459435.85991,2021-08-09.3598209,bq,1.44,14.895,10.766,0.007,179.332,1.063,g
2459435.86115,2021-08-09.3610577,bq,1.45,14.933,10.744,0.007,182.968,1.188,g
2459435.86238,2021-08-09.3622877,bq,1.49,15.003,10.770,0.006,178.529,1.017,g
2459435.87873,2021-08-09.3786314,bq,1.49,14.851,10.767,0.007,179.097,1.175,g
2459435.89914,2021-08-09.3990402,bq,1.51,14.456,10.762,0.008,180.057,1.435,g
2459435.90038,2021-08-09.4002784,bq,1.44,14.504,10.793,0.008,174.805,1.364,g
2459435.90163,2021-08-09.4015318,bq,1.41,14.526,10.783,0.008,176.447,1.358,g
2459435.96551,2021-08-09.4654128,bq,1.44,14.640,10.836,0.009,168.099,1.298,g
2459435.96676,2021-08-09.4666557,bq,1.49,14.674,10.879,0.009,161.568,1.262,g
2459435.96798,2021-08-09.4678832,bq,1.50,14.737,10.861,0.009,164.218,1.306,g
2459435.99354,2021-08-09.4934350,bA,2.04,15.483,10.933,0.005,153.792,0.770,g
2459435.99482,2021-08-09.4947131,bA,2.02,15.515,10.950,0.005,151.334,0.772,g
2459435.99609,2021-08-09.4959820,bA,2.02,15.478,10.930,0.006,154.137,0.891,g
2459436.05532,2021-08-09.5552155,bA,2.02,15.600,11.115,0.005,130.109,0.670,g
2459436.05658,2021-08-09.5564751,bA,2.05,15.618,11.144,0.006,126.568,0.699,g
2459436.05784,2021-08-09.5577285,bA,2.04,15.622,11.138,0.006,127.374,0.747,g
2459437.06487,2021-08-10.5646912,bA,2.01,15.455,10.788,0.006,175.700,0.946,g
2459437.06612,2021-08-10.5659439,bA,1.99,15.457,10.796,0.006,174.462,0.924,g
2459437.06739,2021-08-10.5672084,bA,2.02,15.453,10.796,0.005,174.543,0.835,g
2459438.92071,2021-08-12.4204024,bA,1.99,15.362,10.728,0.005,185.750,0.930,g
2459438.92196,2021-08-12.4216523,bA,2.00,15.322,10.704,0.006,189.785,1.010,g
2459438.92322,2021-08-12.4229175,bA,2.00,15.366,10.734,0.005,184.728,0.936,g
2459440.99270,2021-08-14.4922519,bA,2.06,15.416,10.771,0.006,178.475,0.954,g
2459440.99396,2021-08-14.4935143,bA,2.05,15.404,10.749,0.006,182.229,0.959,g
2459440.99523,2021-08-14.4947820,bA,2.03,15.440,10.780,0.006,176.938,0.930,g
2459441.96173,2021-08-15.4612247,bA,2.15,15.389,10.771,0.006,178.491,0.922,g
2459441.96299,2021-08-15.4624856,bA,2.14,15.398,10.791,0.006,175.252,0.958,g
2459441.96427,2021-08-15.4637653,bA,2.15,15.397,10.786,0.006,176.024,0.917,g
2459442.07725,2021-08-15.5767375,bA,2.08,15.497,10.906,0.005,157.596,0.804,g
2459442.07852,2021-08-15.5780064,bA,2.08,15.470,10.888,0.006,160.325,0.855,g
2459442.07979,2021-08-15.5792789,bA,2.09,15.514,10.918,0.005,155.845,0.749,g
2459442.12813,2021-08-15.6276137,bA,2.06,15.467,10.878,0.005,161.766,0.732,g
2459442.12940,2021-08-15.6288781,bA,2.05,15.435,10.899,0.006,158.633,0.875,g
2459442.13067,2021-08-15.6301541,bA,2.06,15.410,10.885,0.006,160.678,0.897,g
2459442.91828,2021-08-16.4176995,bA,2.06,15.504,11.120,0.006,129.418,0.713,g
2459442.91955,2021-08-16.4189693,bA,2.07,15.530,11.116,0.006,129.888,0.689,g
2459442.92080,2021-08-16.4202251,bA,2.06,15.476,11.096,0.006,132.269,0.717,g
2459444.91305,2021-08-18.4123416,bA,2.06,15.255,10.778,0.006,177.441,0.917,g
2459444.91432,2021-08-18.4136062,bA,2.03,15.249,10.748,0.006,182.270,1.033,g
2459444.91557,2021-08-18.4148682,bA,2.04,15.272,10.763,0.006,179.777,0.998,g
2459447.90096,2021-08-21.4000586,bA,2.19,15.201,10.790,0.006,175.281,1.002,g
2459447.90224,2021-08-21.4013303,bA,2.20,15.137,10.799,0.006,173.958,1.005,g
2459447.90352,2021-08-21.4026052,bA,2.14,15.252,10.800,0.007,173.700,1.019,g
2459449.05876,2021-08-22.5577696,bA,2.10,15.320,10.809,0.005,172.366,0.902,g
2459449.06003,2021-08-22.5590317,bA,2.13,15.223,10.817,0.006,171.076,0.989,g
2459449.06128,2021-08-22.5602945,bA,2.14,15.250,10.785,0.006,176.163,0.975,g
2459449.76260,2021-08-23.2615561,bq,1.58,15.043,11.030,0.009,140.531,1.234,g
2459449.76384,2021-08-23.2627982,bq,1.50,15.014,11.079,0.013,134.464,1.632,g
2459449.76508,2021-08-23.2640377,bq,1.47,15.081,11.207,0.011,119.446,1.263,g
2459449.80823,2021-08-23.3071939,bq,1.52,15.100,11.141,0.009,126.933,0.992,g
2459449.80947,2021-08-23.3084358,bq,1.56,15.181,11.130,0.010,128.221,1.245,g
2459449.81073,2021-08-23.3096825,bq,1.50,15.091,11.301,0.013,109.519,1.252,g
2459449.86476,2021-08-23.3637109,bq,1.51,15.116,11.072,0.010,135.374,1.250,g
2459449.86601,2021-08-23.3649646,bq,1.50,15.051,11.031,0.008,140.532,1.074,g
2459449.86725,2021-08-23.3662052,bq,1.52,15.146,11.045,0.008,138.706,1.021,g
2459449.89865,2021-08-23.3976038,bq,1.49,15.024,10.921,0.008,155.505,1.104,g
2459449.89989,2021-08-23.3988513,bq,1.50,14.990,10.957,0.009,150.338,1.215,g
2459449.90114,2021-08-23.4001025,bq,1.47,15.047,10.962,0.007,149.740,1.008,g
2459452.86945,2021-08-26.3681994,bA,2.05,15.208,10.714,0.006,188.128,1.072,g
2459452.87071,2021-08-26.3694598,bA,2.03,15.256,10.721,0.006,186.892,1.013,g
2459452.87197,2021-08-26.3707285,bA,2.01,15.239,10.696,0.006,191.311,1.066,g
2459453.77096,2021-08-27.2696591,bq,1.53,15.077,10.708,0.007,189.122,1.157,g
2459453.77222,2021-08-27.2709192,bq,1.51,15.067,10.710,0.007,188.816,1.176,g
2459453.77346,2021-08-27.2721662,bq,1.54,15.070,10.688,0.008,192.711,1.315,g
2459455.88054,2021-08-29.3791057,bA,2.01,15.411,10.859,0.005,164.719,0.833,g
2459455.88181,2021-08-29.3803723,bA,2.01,15.427,10.864,0.005,163.776,0.785,g
2459455.88308,2021-08-29.3816457,bA,2.01,15.430,10.874,0.006,162.384,0.972,g
2459455.92713,2021-08-29.4256890,bA,2.04,15.416,10.790,0.006,175.413,0.947,g
2459455.92839,2021-08-29.4269517,bA,2.04,15.406,10.806,0.005,172.793,0.848,g
2459455.92965,2021-08-29.4282173,bA,2.03,15.391,10.790,0.005,175.322,0.878,g
2459455.96967,2021-08-29.4682267,bA,2.02,15.410,10.789,0.006,175.515,0.960,g
2459455.97095,2021-08-29.4695057,bA,2.03,15.401,10.770,0.005,178.626,0.889,g
2459455.97221,2021-08-29.4707721,bA,2.04,15.394,10.758,0.005,180.637,0.809,g
2459456.01212,2021-08-29.5106799,bA,2.05,15.364,10.753,0.005,181.386,0.837,g
2459456.01340,2021-08-29.5119554,bA,2.04,15.422,10.749,0.005,182.037,0.904,g
2459456.01466,2021-08-29.5132133,bA,2.03,15.377,10.738,0.005,183.883,0.915,g
2459456.12854,2021-08-29.6270805,bA,2.04,15.386,10.699,0.005,190.731,0.924,g
2459456.12979,2021-08-29.6283437,bA,2.07,15.371,10.715,0.005,188.023,0.894,g
2459456.13106,2021-08-29.6296078,bA,2.06,15.353,10.711,0.006,188.700,0.959,g
2459456.87929,2021-08-30.3777974,bA,2.01,15.392,10.773,0.005,178.076,0.861,g
2459456.88056,2021-08-30.3790614,bA,2.00,15.380,10.751,0.005,181.874,0.864,g
2459456.88182,2021-08-30.3803222,bA,2.01,15.375,10.722,0.005,186.757,0.938,g
2459456.92562,2021-08-30.4241134,bA,2.03,15.382,10.756,0.005,181.012,0.903,g
2459456.92688,2021-08-30.4253785,bA,2.01,15.393,10.765,0.005,179.381,0.873,g
2459456.92816,2021-08-30.4266466,bA,2.02,15.389,10.752,0.005,181.673,0.879,g
2459456.96810,2021-08-30.4665901,bA,2.05,15.420,10.750,0.006,181.881,0.924,g
2459456.96937,2021-08-30.4678555,bA,2.06,15.405,10.750,0.006,182.037,0.982,g
2459456.97062,2021-08-30.4691090,bA,2.04,15.427,10.755,0.005,181.258,0.900,g
2459457.01426,2021-08-30.5127571,bA,2.04,15.384,10.705,0.006,189.672,0.969,g
2459457.01553,2021-08-30.5140188,bA,2.03,15.393,10.729,0.006,185.472,0.964,g
2459457.01679,2021-08-30.5152834,bA,2.04,15.388,10.733,0.006,184.886,1.034,g
2459458.99877,2021-09-01.4971274,bA,2.06,14.713,10.753,0.010,181.517,1.686,g
2459459.00004,2021-09-01.4984021,bA,2.05,14.929,10.766,0.016,179.418,2.680,g
2459459.00131,2021-09-01.4996655,bA,2.07,15.348,10.701,0.006,190.442,1.090,g
2459460.93332,2021-09-03.4315645,bq,1.50,15.129,10.894,0.006,159.406,0.862,g
2459460.93457,2021-09-03.4328099,bq,1.53,15.150,10.907,0.005,157.564,0.829,g
2459460.93580,2021-09-03.4340423,bq,1.52,15.113,10.884,0.006,160.884,0.867,g
2459461.91189,2021-09-04.4100634,bA,2.05,15.480,10.918,0.005,155.969,0.740,g
2459461.91315,2021-09-04.4113298,bA,2.05,15.480,10.939,0.005,152.960,0.728,g
2459461.91441,2021-09-04.4125879,bA,2.06,15.481,10.931,0.005,154.040,0.741,g
2459462.85963,2021-09-05.3577570,bq,1.49,15.077,10.759,0.006,180.499,0.947,g
2459462.86086,2021-09-05.3589873,bq,1.50,15.085,10.765,0.006,179.492,0.919,g
2459462.86209,2021-09-05.3602186,bq,1.50,15.084,10.780,0.005,177.059,0.856,g
2459463.70842,2021-09-06.2064973,bq,1.44,15.067,10.819,0.006,170.810,1.010,g
2459463.72475,2021-09-06.2228244,bq,1.46,15.058,10.771,0.006,178.550,0.986,g
2459463.81450,2021-09-06.3125689,bq,1.53,15.097,10.740,0.006,183.595,0.944,g
2459463.81681,2021-09-06.3148667,bq,1.41,15.097,10.742,0.005,183.290,0.911,g
2459463.81802,2021-09-06.3160925,bq,1.46,15.089,10.725,0.006,186.232,0.934,g
2459463.81927,2021-09-06.3173391,bq,1.45,15.105,10.759,0.006,180.445,0.945,g
2459465.69582,2021-09-08.1937759,bq,1.47,15.043,10.713,0.006,188.317,1.082,g
2459465.69706,2021-09-08.1950114,bq,1.48,15.048,10.720,0.006,187.016,1.013,g
2459465.69831,2021-09-08.1962702,bq,1.51,15.061,10.729,0.006,185.533,1.048,g
2459466.69151,2021-09-09.1893986,bq,1.49,15.019,10.772,0.006,178.325,0.973,g
2459466.69276,2021-09-09.1906439,bq,1.44,15.022,10.749,0.006,182.110,1.047,g
2459466.69399,2021-09-09.1918802,bq,1.52,15.021,10.770,0.006,178.624,1.010,g
2459467.93145,2021-09-10.4292596,bA,2.12,15.434,10.797,0.005,174.296,0.870,g
2459467.93271,2021-09-10.4305331,bA,2.13,15.402,10.800,0.005,173.805,0.876,g
2459467.93398,2021-09-10.4317945,bA,2.13,15.416,10.802,0.005,173.428,0.838,g
2459467.96987,2021-09-10.4676846,bA,2.08,15.412,10.763,0.006,179.804,0.912,g
2459467.97115,2021-09-10.4689601,bA,2.05,15.419,10.771,0.005,178.501,0.870,g
2459467.97241,2021-09-10.4702217,bA,2.05,15.399,10.722,0.005,186.771,0.902,g
2459469.86705,2021-09-12.3647645,bq,1.47,15.076,10.720,0.006,186.960,1.056,g
2459469.86829,2021-09-12.3660050,bq,1.52,15.059,10.688,0.006,192.650,0.994,g
2459469.86953,2021-09-12.3672401,bq,1.48,15.065,10.708,0.006,189.163,0.976,g
2459469.90493,2021-09-12.4026296,bq,1.49,15.060,10.726,0.006,185.957,1.044,g
2459469.90616,2021-09-12.4038607,bq,1.49,15.039,10.682,0.005,193.783,0.971,g
2459469.90739,2021-09-12.4050980,bq,1.48,15.044,10.683,0.005,193.579,0.954,g
2459470.69969,2021-09-13.1973422,bq,1.50,15.035,10.742,0.006,183.311,0.960,g
2459470.70093,2021-09-13.1985892,bq,1.44,15.046,10.749,0.006,182.153,0.996,g
2459470.70217,2021-09-13.1998287,bq,1.43,15.065,10.751,0.006,181.779,1.011,g
2459470.78338,2021-09-13.2810265,bq,1.57,15.113,10.724,0.006,186.400,0.938,g
2459470.78463,2021-09-13.2822775,bq,1.57,15.106,10.715,0.006,187.931,0.967,g
2459470.78586,2021-09-13.2835114,bq,1.48,15.115,10.708,0.006,189.010,0.953,g
