phase,mag
0.9591793895628484,11.083
0.01229810535079423,11.22
0.0699978294084076,10.88
0.07074384602441341,10.85
0.071478206041661,10.88
0.6760022951459632,10.744
0.6767424837340172,10.75
0.6774768437512648,10.756
0.13800806584686143,10.775
0.13870745661091632,10.77
0.1394185037022453,10.767
0.08419094796414583,10.88
0.08560721384748149,10.883
0.775219314850176,10.655
0.7759595034381732,10.715
0.7766938634554776,10.656
0.9907601693987544,11.245
0.5842455436893488,10.744
0.5849915603052978,10.772
0.5857434052206258,10.786
0.15162033560682175,10.728
0.1523838371207944,10.752
0.1531356820361225,10.755
0.7592683695449409,10.737
0.7600202141888417,10.718
0.7607778874034921,10.726
0.7334061978793329,10.743
0.7917658322885472,10.734
0.7925118491759235,10.748
0.7932636938198243,10.749
0.38338616517489754,10.754
0.38413801009022563,10.726
0.3848956830334487,10.768
0.5410174782466584,10.87
0.5417693231619864,10.882
0.5425211680772577,10.863
0.2640361483597644,10.705
0.2647413671517711,10.7
0.26545241424310007,10.709
0.3826880923651288,10.748
0.38339913945645776,10.763
0.38410435824846445,10.752
0.6441264543722696,10.741
0.6448316731642763,10.735
0.6455427202556052,10.747
0.8370128817299474,10.703
0.8377647266452186,10.773
0.8385165715605467,10.784
0.43695013426514606,10.841
0.43770780747979643,10.849
0.43845382409580225,10.82
0.45729690184396077,10.857
0.45800212063596746,10.861
0.4587131677272964,10.909
0.20044603524735294,10.738
0.20195555310590407,10.718
0.7239981782582845,10.738
0.8973249817620399,10.791
0.8980709983780457,10.826
0.8988286715926961,10.81
0.4949134475761525,10.986
0.4956652924914806,10.937
0.49641713740675186,10.97
0.033164449702780985,11.084
0.03387549679410995,11.063
0.034598200212769825,11.024
0.06935241411150628,10.878
0.07006346120283524,10.873
0.0707745082941642,10.874
0.35800872695273256,10.738
0.35871394574473925,10.736
0.3594308211353905,10.747
0.9925308442350911,11.253
0.9932826891503623,11.259
0.9940287057663681,11.262
0.9604291455647171,11.107
0.9611401926560461,11.112
0.219553690375335,10.732
0.22026473746666397,10.738
0.22097578455799294,10.742
0.8705176445334928,10.77
0.8712286916248786,10.78
0.8719397387162076,10.765
0.22594277555299414,10.737
0.22736486973565206,10.717
0.3040239071576707,10.713
0.30473495424899966,10.722
0.3054460013403286,10.732
0.8793367825238079,10.762
0.880088627439136,10.804
0.8808404723544072,10.807
0.042359231502587136,11.024
0.0431169047172375,11.009
0.04386292133318648,11.005
0.2681752993509008,10.709
0.26893880059350295,10.72
0.2696906455087742,10.712
0.41397525486968334,10.773
0.4147270997849546,10.809
0.4154847727282345,10.771
0.6337882199941873,10.764
0.6345458932088377,10.759
0.6352919098248435,10.797
0.2750364732467574,10.746
0.2757941461900373,10.732
0.27655181940468765,10.736
0.511576530187142,10.935
0.5122817489790918,10.935
0.5129927960704208,10.939
0.0672598426501736,10.861
0.06796506171355077,10.846
0.06867610880487973,10.863
0.5723480739409297,10.791
0.5730649493316378,10.802
0.5737701681235876,10.789
0.6450497265087165,10.737
0.6457607736000455,10.735
0.3779298039252694,10.71
0.3786350227172761,10.748
0.3793460698086051,10.748
0.8834551544096598,10.779
0.8841603732016665,10.773
0.8848714202929955,10.733
0.11126448543348033,10.76
0.12321823645839913,10.773
0.12395259647570356,10.77
0.12469278479233026,10.766
0.6312905342130648,10.737
0.6319957530050715,10.747
0.6327068000964005,10.717
0.8061793102694423,10.735
0.8068961856600936,10.724
0.8076072327514225,10.689
0.9035111680341856,10.799
0.9042163868261923,10.798
0.9049390905162227,10.813
0.20141725091855278,10.739
0.20216326753450176,10.674
0.41351943491162046,10.784
0.41425962322824716,10.792
0.41501146814357526,10.789
0.9963973850113916,11.262
0.9971375733280183,11.241
0.9978777619160155,11.264
0.7299943380900231,10.728
0.7307461830053512,10.726
0.7314921996213002,10.731
0.30835539066998763,10.708
0.3091014072859366,10.757
0.3098415956025633,10.745
0.9487537068591223,11.031
0.9494647539504513,11.034
0.9501758010417802,11.038
0.4988710360634059,10.944
0.09037480350576743,10.796
0.09108002229777412,10.789
0.09179106938910309,10.791
0.6841224493667823,10.683
0.684827668158789,10.72
0.6855445435494403,10.704
0.8327199671275594,10.749
0.833425185919566,10.726
0.8341304049830001,10.777
0.15546739031100287,10.744
0.15617843767375916,10.76
0.15688948476508813,10.741
0.737121407048619,10.723
0.7378266261119961,10.783
0.584800622633793,10.781
0.5855116697251219,10.781
0.6663207540789813,10.724
0.6670376294696325,10.737
0.6677545048603406,10.699
0.7468031268274444,10.718
0.7475200022180957,10.721
0.7482368776088038,10.719
0.3237362571967992,10.743
0.3244473042881282,10.741
0.32515835137945714,10.726
0.49142131009318746,10.95
0.39449259012388893,10.756
0.3952036372152179,10.759
0.39591468430654686,10.749
0.1355497093621807,10.754
0.13625492815418738,10.763
0.13696014694619407,10.784
0.7162245791386681,10.713
0.7169414545293193,10.714
0.717646673321326,10.717
0.04228113369487119,10.961
0.042998008814151945,11.054
0.043703227877529116,10.96
0.6256253442135176,10.753
0.6263363913048465,10.742
0.6270474383961755,10.759
0.20216215294180984,10.737
0.20360173202249143,10.729
0.7828836488415618,10.721
0.7835946962043181,10.733
0.7843115713235989,10.73
0.5277466187797586,10.909
0.5284634941704098,10.904
0.5291745412617388,10.909
0.6914917711771409,10.71
0.6922028182684699,10.734
0.6929196936591211,10.715
0.26660065769482344,10.736
0.2673117047861524,10.736
0.26801109527878,10.716
0.8444138542079145,10.783
0.8451307295985657,10.753
0.8458417766898947,10.787
0.4325663753134563,10.83
0.4332774224047853,10.806
0.43399429779549337,10.828
0.32841644755757216,10.743
0.3291274946489011,10.73
0.3298327134409078,10.737
0.9100354947705114,10.866
0.9107407135625181,10.827
0.8139576999910219,10.748
0.8146629187830285,10.742
0.8153739658743575,10.738
0.39489484133792985,10.753
0.3956058884292588,10.774
0.3963227638199669,10.767
0.5567108415811504,10.829
0.5574218886724793,10.817
0.5581329357638651,10.808
0.22363937416758972,10.722
0.22435042125897553,10.707
0.22505564005092538,10.734
0.38955263763500625,10.764
0.3909689035183419,10.753
0.959620083492041,11.095
0.9603136456853463,11.074
0.9610188647487803,11.099
0.5448817898375751,10.945
0.12365082038581932,10.768
0.12436186747714828,10.74
0.12507291456847724,10.733
0.038978920835802455,11.057
0.03969579595508321,10.989
0.040401015018460384,11.027
0.22164773358167622,10.728
0.22239957849706116,10.749
0.2231514234123324,10.746
0.8017397780381543,10.733
0.1268696397844451,10.766
0.7085003435960289,10.727
0.7092580168107361,10.69
0.710004033426685,10.724
0.03589739641552114,11.023
0.03666089792955063,11.001
0.037424399443580114,11.01
0.11529604318548081,10.786
0.11601291857607521,10.799
0.11671813736813874,10.785
0.27476325670750157,10.734
0.2754743037988874,10.701
0.2761911791894818,10.71
0.44515844817010475,10.868
0.4458636669620546,10.877
0.44658637065208495,10.876
0.3451533978881116,10.745
0.34593438402873744,10.741
0.856949950694684,10.778
0.8576493411873116,10.78
0.8583662165780197,10.749
0.6662442788608587,10.731
0.6670194369735327,10.709
0.6677887665154003,10.731
0.8384112600238041,10.741
0.8391864178651076,10.762
0.4097667499928548,10.767
0.41053607980620654,10.796
0.4113054093481878,10.808
0.9921434704205012,11.226
0.9929127999623688,11.229
0.9936763014763983,11.229
0.7442276481452836,10.702
0.744991149387829,10.708
0.7457546509018584,10.73
0.9420098094942659,10.987
0.9427733110082954,10.941
0.9435368122508407,10.968
0.3929720254800486,10.77
0.39373552672259393,10.774
0.9699109838772983,11.151
0.9706803134191659,11.145
0.9714438149331954,11.144
0.7829412236940243,10.714
0.7836872403099733,10.725
0.2273456641919438,10.723
0.22805671128321592,10.681
0.22876775837460173,10.731
0.811564113097802,10.724
0.8122693318897518,10.715
0.8129803789811376,10.74
0.19913789846737018,10.736
0.1998955716819637,10.717
0.20064741659723495,10.727
0.3557550953247528,10.73
0.3565011119407018,10.753
0.357252956855973,10.755
0.9146439479981154,10.832
0.9153608233888235,10.832
0.9160660421807734,10.85
0.5725723373867595,10.777
0.5733183540027085,10.755
0.5740818555166243,10.785
0.18211488351073513,10.746
0.1828317589014432,10.735
0.18353697769339306,10.743
0.597740060006231,10.743
0.5984685919955837,10.775
0.2045896229057007,10.727
0.20531232659573107,10.731
0.2060408585850837,10.718
0.2501261083471036,10.715
0.250842983737698,10.724
0.2515540308290838,10.731
0.4898192513464892,10.951
0.4905477833358418,10.943
0.49126465845506573,10.952
0.8352081274392731,10.767
0.8359366591572552,10.765
0.8366593628472856,10.744
0.7261100109980134,10.72
0.7268327146879301,10.707
0.7275554183779605,10.701
0.8865447148824614,10.813
0.8872732466004436,10.79
0.8880134351884408,10.813
0.49851148551988445,10.933
0.49922836091047884,10.935
0.49993940800186465,10.964
0.6394681611984652,10.729
0.6401908648884955,10.745
0.6409135683070417,10.753
0.24904534729068928,10.713
0.24975639465344557,10.705
0.8071065879715889,10.708
0.8078234633621832,10.731
0.8085519953515359,10.744
0.9635547652337664,11.119
0.964277468923683,11.12
0.9650001726137134,11.128
0.5685334584296697,10.772
0.5692561621195864,10.773
0.5699846938375686,10.777
0.13459689303772393,10.768
0.6252252238572282,10.757
0.6259420992479363,10.751
0.6266589746386444,10.754
0.48958490513496145,10.947
0.4903134368529436,10.949
0.49103614054286027,10.951
0.20078970232168558,10.714
0.20150657771239366,10.719
0.20222928140231033,10.726
0.5160872979897704,10.892
0.516815829979123,10.907
0.5175327053698311,10.881
0.47972580364080386,10.925
0.4804543356301565,10.915
0.48118286734813864,10.942
0.7812803742284586,10.709
0.782003077918489,10.734
0.7827257813370352,10.72
0.5523180370182672,10.82
0.5530407407082976,10.806
0.5537634441268438,10.804
0.32478945058937825,10.75
0.3255121540080381,10.689
0.32624068599739076,10.76
0.32441094340276777,10.71
0.3251161621948313,10.734
0.325838865884748,10.725
0.14402128296399042,10.757
0.1447381583546985,10.771
0.1454492054460843,10.77
0.39688045375180536,10.78
0.3976031574418357,10.76
0.6068786376962407,10.76
0.6076129979849156,10.741
0.6083357014035755,10.761
0.6605047410121188,10.709
0.6612274447021491,10.706
0.6619501483920658,10.671
0.22299545553687494,10.724
0.22371815895542113,10.688
0.22442920604680694,10.667
0.05672182862235786,10.872
0.05744453231227453,10.88
0.05817306403025668,10.856
0.06554030777112985,10.862
0.06623969826375742,10.82
0.06695074535514323,10.851
0.4388928217575767,10.821
0.4396155251762366,10.85
0.440332400566831,10.84
0.6333182377554749,10.732
0.6340467697448275,10.719
0.6347753014628097,10.726
0.4616068490820453,10.879
0.4623237244727534,10.893
0.4630464278912996,10.889
0.518111780731374,10.894
0.5188403127207266,10.874
0.519563016410757,10.891
0.05077931470123076,10.941
0.051502018119890636,10.918
0.05221889351059872,10.902
0.8674117453830377,10.748
0.8681169641749875,10.742
0.8688280112663733,10.81
0.513776876817019,10.921
0.5144937522077271,10.873
0.5151989709996769,10.921
0.6965804231247148,10.715
0.6972856419167783,10.74
0.6979966890080505,10.724
0.26503927057729015,10.72
0.26574448936924,10.711
0.2664555364606258,10.717
0.7811720449810764,10.726
0.7818772640445104,10.71
0.9554255412947441,11.069
0.9561424166854522,11.065
0.956847635477402,11.061
0.02491615463782182,11.064
0.025621373429771666,11.034
0.026338248820479748,11.061
0.03357694150508905,11.004
0.034293816895797136,10.978
0.03501069228650522,10.996
0.06601700865098792,10.85
0.06672805574226004,10.864
0.06743327453420989,10.836
0.09223832762586426,10.818
0.09294937471713638,10.795
0.09366625010784446,10.782
0.09868437757120319,10.806
0.09940708126123354,10.783
0.10012978495115021,10.789
0.11395440567969217,10.766
0.11467710909823836,10.788
0.11538232816167238,10.769
0.1718989164097593,10.727
0.17260996350103142,10.742
0.17331518229309495,10.727
0.19375487256206725,10.735
0.1944775762520976,10.737
0.19520610797007976,10.72
0.22259890642726532,10.725
0.2233216098459252,10.728
0.2240559701346001,10.717
0.8968758801737522,10.785
0.8975869272650243,10.794
0.8983038026557324,10.79
0.6028877025453312,10.747
0.6036104059639911,10.724
0.6043331096540214,10.751
0.6703792244136366,10.647
0.6710902715049087,10.76
0.6718013185962945,10.721
0.7355682561276353,10.708
0.7362851315183434,10.712
0.7370078349368896,10.709
0.7529073144887661,10.702
0.7536183615801519,10.706
0.7543294086715377,10.714
0.7723853426947471,10.726
0.7731080463847775,10.707
0.7738307498033237,10.715
0.7855979966063842,10.714
0.78630904369777,10.702
0.7870200907890421,10.73
0.7943753486462128,10.723
0.795103880364195,10.751
0.7958265840542253,10.717
0.8075821742586413,10.734
0.8082873933219616,10.741
0.8089984404133475,10.719
0.8143895760489386,10.722
0.8151181080382912,10.724
0.8158408117283216,10.743
0.8292807676858729,10.717
0.829991814777145,10.725
0.8307028618685308,10.728
0.8364611776484026,10.743
0.8371897096377552,10.734
0.8379182413557373,10.722
0.8829298543712412,10.781
0.8836525580611578,10.78
0.9064646775337906,10.814
0.907181552924385,10.825
0.9078926000157708,10.802
0.20307073015089827,10.683
0.20379926186888042,10.726
0.20451613725947482,10.71
0.3046284021961583,10.674
0.3053394492874304,10.74
0.3060504963788162,10.721
0.011217221588481152,11.143
0.01192826867986696,11.143
0.012645144070575043,11.148
0.024307482299718686,11.071
0.025018529390990807,11.066
0.02573540478169889,11.07
0.6360003250392765,10.707
0.6367113721306623,10.715
0.6374282475213704,10.737
0.6381451229119648,10.723
0.6388503417040283,10.719
0.6395613887953004,10.737
0.7228649662681619,10.695
0.72358184165887,10.703
0.724298717049578,10.723
0.7293751272349027,10.723
0.7300803460268526,10.711
0.7307972214175606,10.74
0.42854424846370875,10.818
0.4292669521537391,10.837
0.42998965584376947,10.817
0.809537275247294,10.746
0.8102541506380021,10.72
0.3313590854946824,10.739
0.33208178918471276,10.745
0.33280449260325895,10.739
0.46765898528360594,10.897
0.46839334557228085,10.91
0.469121877290263,10.902
0.49875855389473145,10.906
0.4994870856125999,10.932
0.5002156176019525,10.906
0.8801712149738705,10.77
0.8808822620652563,10.788
0.8815933091565284,10.766
0.9066606335471761,10.822
0.9073716809099324,10.807
0.9080943843284786,10.795
0.9407967230448548,10.969
0.9415135984354492,10.957
0.9422188172275128,10.968
0.9908847459741992,11.174
0.9916016213647936,11.186
0.9923126684561794,11.187
0.9955298652652118,11.18
0.9962525689552422,11.203
0.9969694443458366,11.187
0.01281064117574715,11.123
0.013521688267132959,11.108
0.01423273535840508,11.09
0.030825777375071084,11.034
0.03154848106510144,11.045
0.032277012782969905,11.029
0.05077589402776539,10.888
0.05149276941847347,10.933
0.05221547310850383,10.922
0.6102592288913229,10.709
0.6109702759827087,10.722
0.6116813230739808,10.707
0.6233203483772058,10.738
0.6240430517958657,10.731
0.6247599271864601,10.725
0.15980538910275754,10.726
0.16051060789482108,10.722
0.1612449679121255,10.748
0.18753039790829007,10.725
0.18824144499967588,10.698
0.18895249209106169,10.719
0.380346886216671,10.732
0.38107541793465316,10.751
0.3817981216246835,10.741
0.9751789166264189,11.163
0.975889963717691,11.132
0.9766068391083991,11.171
0.0029680364532396197,11.145
0.0036849118439477024,11.162
0.004407615262493891,11.16
0.011757044820342344,11.104
0.012479748510372701,11.124
0.01319079560175851,11.129
0.03344980994825164,11.003
0.034166685067475555,11.009
0.03487773215886136,10.997
0.04871983778525646,10.927
0.04942505657731999,10.93
0.050141931968028075,10.924
0.08810718482004631,10.791
0.08882406021064071,10.807
0.08954093560134879,10.793
0.8582123267719908,10.733
0.8589350304620211,10.752
0.8596577341520515,10.748
0.07325810896145413,10.81
0.07397498435204852,10.803
0.07470934436935295,10.801
0.10816352800100049,10.74
0.1088804031202244,10.765
0.10959727851093248,10.775
0.1214111514373144,10.766
0.12212219852858652,10.774
0.1228390739192946,10.74
0.1410174011430172,10.717
0.14173427653372528,10.746
0.14246280825170743,10.752
0.8882990965802264,10.792
0.8890218002702568,10.796
0.8897445039602871,10.803
0.07873182864284445,10.81
0.07946036063219708,10.805
0.0801947206495015,10.804
0.0965254910955764,10.778
0.09725402281355855,10.802
0.0979767265035889,10.778
0.12467046375320479,10.767
0.12538733914379918,10.765
0.12610421453450726,10.774
0.1709934340780137,10.74
0.1717103094687218,10.738
0.17242718485942987,10.727
0.21810321884288442,10.723
0.21882592253291477,10.737
0.21954862622294513,10.724
0.23823983971749385,10.772
0.25131261580202136,10.71
0.25203531922068123,10.736
0.25276967950935614,10.731
0.28241801244109865,10.734
0.283140716131129,10.721
0.2838692478489975,10.701
0.2891321622562373,10.694
0.289866522273428,10.723
0.29059505426278065,10.748
0.396792017299731,10.782
0.3975030643911168,10.782
0.3982199397818249,10.784
0.4166022558539453,10.812
0.4173133029453311,10.808
0.41803017833603917,10.806
0.1774288158226227,10.745
0.17815734781197534,10.728
0.178880051501892,10.724
0.24015865349861087,10.728
0.24086970058999668,10.693
0.24158657598070477,10.732
0.2775352524598702,10.71
0.27824629955114233,10.714
0.2789631749418504,10.707
0.2994145215380968,10.729
0.30013139692880486,10.718
0.30084827231951294,10.725
0.31705082126575235,10.722
0.3177793529837345,10.753
0.31850788497308713,10.734
0.34143041176241695,10.734
0.34217060007904365,10.733
0.342893303769074,10.735
0.8684095684587874,10.786
0.8691264438494954,10.759
0.8698374909408813,10.793
0.8859351313132038,10.79
0.8866461784045896,10.769
0.8873513971965394,10.796
0.0752838078408331,10.826
0.07601233955881526,10.795
0.07674087154816789,10.818
0.6417144225931679,10.69
0.642431297983876,10.717
0.6431423450752618,10.726
0.2117177577002849,10.725
0.2124288047916707,10.728
0.21313985188294282,10.729
0.2182454030221379,10.708
0.218962278412846,10.707
0.21967915380355407,10.673
0.41834721013844955,10.802
0.4190699138284799,10.778
0.4197867889477038,10.8
0.165279210329345,10.746
0.16600774231869764,10.756
0.16673044573724383,10.737
0.21628842732559406,10.709
0.21700530271630214,10.721
0.21772217783552605,10.723
0.38252807284197843,10.718
0.3832449482326865,10.741
0.3839618236233946,10.741
0.4131905222594696,10.736
0.4139132259495,10.781
0.4146242730408858,10.766
0.41534697645943197,10.754
0.41606385185014005,10.8
0.4167690706420899,10.788
0.45275271691741636,10.84
0.45347542060733304,10.877
0.45418646769871884,10.882
0.3270615587308612,10.727
0.3277726058221333,10.731
0.32849530951216366,10.715
0.9320810494792795,10.93
0.9328095814686321,10.918
0.9335381131866143,10.893
0.8794062695822049,10.758
0.8801289732722353,10.788
0.8808516766907815,10.802
0.004381870060910842,11.122
0.0050987454516189246,11.114
0.005809792543004733,11.13
0.5285401515893682,10.873
0.5292570269800763,10.876
0.5299680740713484,10.865
0.5897193440264346,10.756
0.5904362194171426,10.746
0.5911530945363666,10.723
0.6195716658066885,10.736
0.6202943694967189,10.733
0.6210229012145874,10.746
0.7411377372266088,10.694
0.7418546126173169,10.685
0.742571488008025,10.703
0.8941297593066793,10.767
0.8948466346973873,10.756
0.8955635100880954,10.764
0.9144820256284447,10.832
0.9151930727198305,10.847
0.9159099481104249,10.81
0.07538298966051116,10.775
0.07609986505110555,10.803
0.07680508411453957,10.798
0.632342690179712,10.728
0.6330595655704201,10.7
0.6337764409610145,10.727
0.6659775494623545,10.7
0.7919497818003265,10.73
0.7926666571910346,10.74
0.7933777042823067,10.715
0.9824757658381031,11.166
0.9831809846301667,11.17
0.9838920317214388,11.152
0.6070410193061662,10.731
0.607746238098116,10.744
0.19239597789828622,10.725
0.1931186815882029,10.713
0.19382390038026642,10.721
0.3578138397214161,10.743
0.037252646426395586,10.968
0.037981178144377736,10.978
0.03871553843305264,10.977
0.7819582530966045,10.737
0.7826984416846017,10.738
0.7834269734025838,10.741
0.4420142850162847,10.819
0.4427311604069928,10.932
0.18694719400377835,10.755
0.18766406912300226,10.756
0.18837511621438807,10.753
0.34865245710238923,10.75
0.34936933249298363,10.748
0.3500862078836917,10.726
0.6075380435398756,10.746
0.6082665755292282,10.747
0.6089892792192586,10.739
0.6784973771889327,10.704
0.6792084242803185,10.714
0.6799136430722683,10.714
0.25508081204054633,10.727
0.2558035157305767,10.728
0.2565203911212848,10.712
0.014957366544763318,11.099
0.01568589853411595,11.085
0.016420258551420375,11.094
0.2692269751879621,10.696
0.26995550717731476,10.72
0.2706898671946192,10.705
0.7617728018344678,10.716
0.7625013338238205,10.714
0.7632298655416889,10.734
0.3446624085328267,10.773
0.34538511222285706,10.747
0.3461078159128874,10.752
0.6033556627205598,10.729
0.604084194438542,10.768
0.6048243830265392,10.756
0.6598793969509416,10.694
0.2211228649161967,10.713
0.22188636615874202,10.724
0.22261489814809465,10.733
0.9893629651925266,11.139
0.468742764050603,10.89
0.4694538111419888,10.895
0.47018234285985727,10.896
0.5003668752598287,10.919
0.5010954072491813,10.906
0.5018181109392117,10.917
0.2890524941045669,10.712
0.28978102609391954,10.745
0.290509557811788,10.736
0.3702753847260283,10.724
0.3710097447433327,10.749
0.37173244843336306,10.739
0.9969876406023559,11.143
0.9977103440210158,11.157
0.9984330477110461,11.133
0.781873237046625,10.719
0.7826075973352999,10.754
0.7833419573526044,10.721
0.9475825113941028,11.022
